POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,Year
1,Yusuf Pathan,61,21,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
2,Kumar Sangakkara,94,23,13,1,MI,IS Bindra Stadium,2008-04-25,2008
3,Virender Sehwag,51,23,2,5,PBKS,Arun Jaitley Stadium,2008-05-17,2008
4,Kumar Sangakkara,50,23,7,2,DEC,IS Bindra Stadium,2008-05-23,2008
5,Virender Sehwag,71,24,7,4,CSK,Chidambaram,2008-05-02,2008
6,James Hopes,71,24,10,3,CSK,IS Bindra Stadium,2008-04-19,2008
7,MS Dhoni,65,24,9,3,RCB,M. Chinnaswamy Stadium,2008-04-28,2008
8,David Hussey,57,24,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
9,Sanath Jayasuriya,114,25,9,11,CSK,Wankhede Stadium,2008-05-14,2008
10,Rahul Dravid,75,25,6,6,RR,Sawai Mansingh Stadium,2008-05-17,2008
11,Albie Morkel,71,26,6,4,RR,Chidambaram,2008-05-24,2008
12,Kamran Akmal,53,26,4,3,CSK,Chidambaram,2008-05-24,2008
13,Rohit Sharma,50,26,3,4,PBKS,IS Bindra Stadium,2008-05-23,2008
14,Shaun Marsh,115,27,11,7,RR,IS Bindra Stadium,2008-05-28,2008
15,Virender Sehwag,94,27,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
16,Dinesh Karthik,56,27,4,3,MI,Arun Jaitley Stadium,2008-05-24,2008
17,Adam Gilchrist,109,28,9,10,MI,DY Patil Stadium,2008-04-27,2008
18,Venugopal Rao,71,28,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
19,Yusuf Pathan,68,28,9,2,DEC,Sawai Mansingh Stadium,2008-05-09,2008
20,Wriddhiman Saha,59,28,2,4,PBKS,IS Bindra Stadium,2008-05-03,2008
21,Shane Watson,52,28,4,3,DC,Wankhede Stadium,2008-05-30,2008
22,Andrew Symonds,117,29,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
23,Graeme Smith,91,29,9,4,CSK,Chidambaram,2008-05-24,2008
24,Swapnil Asnodkar,60,29,10,1,KKR,Sawai Mansingh Stadium,2008-05-01,2008
25,Yuvraj Singh,57,29,6,3,RR,Sawai Mansingh Stadium,2008-04-21,2008
26,Yusuf Pathan,55,29,6,2,KKR,Sawai Mansingh Stadium,2008-05-01,2008
27,Kumar Sangakkara,54,29,5,2,CSK,IS Bindra Stadium,2008-04-19,2008
28,Ross Taylor,53,30,3,3,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
29,James Hopes,51,30,7,1,RR,IS Bindra Stadium,2008-05-28,2008
30,Michael Hussey,116,31,8,9,PBKS,IS Bindra Stadium,2008-04-19,2008
31,Sanath Jayasuriya,70,31,7,5,DC,Arun Jaitley Stadium,2008-05-24,2008
32,Rohit Sharma,66,31,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
33,Vidyut Sivaramakrishnan,54,31,7,1,DC,Chidambaram,2008-05-02,2008
34,Brendon McCullum,158,32,10,13,RCB,M. Chinnaswamy Stadium,2008-04-18,2008
35,Simon Katich,75,32,11,1,DC,IS Bindra Stadium,2008-04-27,2008
36,Shane Watson,74,32,5,5,DC,Sawai Mansingh Stadium,2008-05-11,2008
37,Venugopal Rao,57,32,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
38,Suresh Raina,55,32,4,4,PBKS,Wankhede Stadium,2008-05-31,2008
39,Subramaniam Badrinath,53,32,7,2,MI,Wankhede Stadium,2008-05-14,2008
40,Wasim Jaffer,50,32,5,2,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
41,Shikhar Dhawan,50,32,4,3,RCB,Arun Jaitley Stadium,2008-04-30,2008
42,Matthew Hayden,81,33,12,2,MI,Chidambaram,2008-04-23,2008
43,Shaun Marsh,58,33,3,4,CSK,Chidambaram,2008-05-10,2008
44,Suresh Raina,53,33,3,3,MI,Chidambaram,2008-04-23,2008
45,Gautam Gambhir,79,34,7,3,DEC,Arun Jaitley Stadium,2008-05-15,2008
46,Rohit Sharma,76,34,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2008-05-01,2008
47,Graeme Smith,75,34,8,2,RCB,Sawai Mansingh Stadium,2008-05-17,2008
48,Graeme Smith,71,34,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
49,Shane Watson,61,34,8,2,RCB,M. Chinnaswamy Stadium,2008-04-26,2008
50,Parthiv Patel,54,34,5,2,RR,Chidambaram,2008-05-24,2008
51,Sanath Jayasuriya,54,34,4,4,RCB,M. Chinnaswamy Stadium,2008-05-28,2008
52,Adam Gilchrist,54,34,7,2,CSK,Chidambaram,2008-05-06,2008
53,Shaun Marsh,84,35,11,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-01,2008
54,Shaun Marsh,81,35,7,4,MI,Wankhede Stadium,2008-05-21,2008
55,Gautam Gambhir,80,35,11,1,CSK,Arun Jaitley Stadium,2008-05-08,2008
56,Shane Watson,76,35,5,5,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
57,Shaun Marsh,74,35,9,2,RCB,IS Bindra Stadium,2008-05-12,2008
58,Niraj Patel,57,35,10,0,PBKS,IS Bindra Stadium,2008-05-28,2008
59,Gautam Gambhir,50,35,5,1,CSK,Chidambaram,2008-05-02,2008
60,Gautam Gambhir,86,36,11,1,RCB,Arun Jaitley Stadium,2008-04-30,2008
61,Yusuf Pathan,56,36,3,4,CSK,DY Patil Stadium,2008-06-01,2008
62,Shikhar Dhawan,68,37,8,0,DEC,Arun Jaitley Stadium,2008-05-15,2008
63,Subramaniam Badrinath,64,37,6,3,PBKS,Chidambaram,2008-05-10,2008
64,Kumar Sangakkara,64,37,7,2,KKR,Eden Gardens,2008-05-25,2008
65,Adam Gilchrist,61,37,9,1,RR,Sawai Mansingh Stadium,2008-05-09,2008
66,MS Dhoni,60,37,2,4,PBKS,Chidambaram,2008-05-10,2008
67,Gautam Gambhir,58,37,7,1,RR,Arun Jaitley Stadium,2008-04-19,2008
68,Sourav Ganguly,51,37,4,2,RR,Sawai Mansingh Stadium,2008-05-01,2008
69,Luke Pomersbach,79,38,10,3,MI,Wankhede Stadium,2008-05-21,2008
70,David Hussey,71,38,4,4,PBKS,IS Bindra Stadium,2008-05-03,2008
71,Sachin Tendulkar,65,38,12,0,PBKS,Wankhede Stadium,2008-05-21,2008
72,Matthew Hayden,70,39,6,3,KKR,Chidambaram,2008-04-26,2008
73,Rohit Sharma,57,39,5,3,RCB,M. Chinnaswamy Stadium,2008-05-03,2008
74,Shreevats Goswami,52,39,7,1,DC,M. Chinnaswamy Stadium,2008-05-19,2008
75,VVS Laxman,52,39,7,0,RCB,M. Chinnaswamy Stadium,2008-05-03,2008
76,Sourav Ganguly,91,40,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
77,Shaun Marsh,60,40,3,3,DEC,IS Bindra Stadium,2008-05-23,2008
78,Shikhar Dhawan,59,40,6,2,CSK,Arun Jaitley Stadium,2008-05-08,2008
79,Jacques Kallis,54,40,6,1,DC,Arun Jaitley Stadium,2008-04-30,2008
80,Mark Boucher,50,40,5,1,KKR,Eden Gardens,2008-05-08,2008
81,Adam Gilchrist,50,40,6,1,PBKS,IS Bindra Stadium,2008-05-23,2008
82,Sourav Ganguly,86,41,6,6,PBKS,Eden Gardens,2008-05-25,2008
83,Shikhar Dhawan,52,41,8,0,RR,Arun Jaitley Stadium,2008-04-19,2008
84,Dwayne Bravo,64,42,8,1,KKR,Eden Gardens,2008-04-29,2008
85,Swapnil Asnodkar,50,42,7,1,RCB,Sawai Mansingh Stadium,2008-05-17,2008
86,Suresh Raina,54,43,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-27,2008
87,Salman Butt,73,44,10,1,CSK,Eden Gardens,2008-05-18,2008
88,Rahul Dravid,66,44,9,1,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
89,Parthiv Patel,51,47,8,0,PBKS,Wankhede Stadium,2008-05-31,2008
1,Adam Gilchrist,85,17,10,5,DC,Supersport Park,2009-05-22,2009
2,Brendon McCullum,81,21,11,3,CSK,Supersport Park,2009-05-18,2009
3,Matthew Hayden,65,22,9,2,RCB,St George's Park,2009-04-20,2009
4,Matthew Hayden,57,22,5,3,DC,Kingsmead,2009-04-23,2009
5,Ross Taylor,81,24,7,5,KKR,Supersport Park,2009-05-12,2009
6,Adam Gilchrist,64,24,5,5,DC,Kingsmead,2009-05-13,2009
7,MS Dhoni,56,24,7,2,PBKS,Supersport Park,2009-05-07,2009
8,Simon Katich,50,24,3,4,CSK,Supersport Park,2009-05-07,2009
9,Suresh Raina,98,26,10,5,RR,Supersport Park,2009-04-30,2009
10,Graeme Smith,77,26,12,1,PBKS,Kingsmead,2009-05-05,2009
11,Yusuf Pathan,62,26,3,6,DC,Supersport Park,2009-04-28,2009
12,Sanath Jayasuriya,52,26,2,4,KKR,St George's Park,2009-04-27,2009
13,Andrew Symonds,60,28,2,4,PBKS,De Beers Diamond Oval,2009-05-09,2009
14,Yuvraj Singh,58,28,5,2,CSK,Supersport Park,2009-05-07,2009
15,Rohit Sharma,52,28,1,5,RCB,Newlands,2009-04-22,2009
16,Adam Gilchrist,71,31,6,5,RCB,Newlands,2009-04-22,2009
17,Virat Kohli,50,31,7,0,DEC,Newlands,2009-04-22,2009
18,Herschelle Gibbs,60,32,3,4,RCB,Supersport Park,2009-05-21,2009
19,Yuvraj Singh,50,33,3,4,RCB,Kingsmead,2009-05-01,2009
20,Sachin Tendulkar,68,34,6,4,KKR,St George's Park,2009-04-27,2009
21,Matthew Hayden,60,34,5,3,RCB,Kingsmead,2009-05-14,2009
22,Brad Hodge,71,35,4,4,CSK,Supersport Park,2009-05-18,2009
23,Dwayne Bravo,70,35,7,3,PBKS,Supersport Park,2009-05-12,2009
24,MS Dhoni,58,35,6,1,DEC,Buffalo Park,2009-05-04,2009
25,Suresh Raina,52,35,3,3,KKR,Supersport Park,2009-05-18,2009
26,Manish Pandey,114,36,10,4,DEC,Supersport Park,2009-05-21,2009
27,Brad Hodge,70,36,10,1,PBKS,St George's Park,2009-05-03,2009
28,Robin Uthappa,66,36,8,2,MI,New Wanderers Stadium,2009-05-03,2009
29,JP Duminy,59,37,2,3,RCB,St George's Park,2009-05-10,2009
30,Ajinkya Rahane,56,37,5,2,DC,Supersport Park,2009-05-21,2009
31,JP Duminy,52,37,1,4,KKR,Buffalo Park,2009-05-01,2009
32,Rob Quiney,51,37,5,2,MI,Kingsmead,2009-05-14,2009
33,Jacques Kallis,62,38,5,2,PBKS,Kingsmead,2009-04-24,2009
34,Subramaniam Badrinath,59,38,9,1,RR,De Beers Diamond Oval,2009-05-09,2009
35,Herschelle Gibbs,58,38,6,2,MI,Kingsmead,2009-04-25,2009
36,Kumar Sangakkara,56,38,4,1,DEC,New Wanderers Stadium,2009-05-17,2009
37,Naman Ojha,52,38,3,3,RCB,Supersport Park,2009-05-07,2009
38,Jacques Kallis,69,39,5,2,MI,New Wanderers Stadium,2009-05-03,2009
39,Mahela Jayawardena,52,39,7,0,KKR,St George's Park,2009-05-03,2009
40,Sanath Jayasuriya,52,39,6,1,RCB,New Wanderers Stadium,2009-05-03,2009
41,Dwayne Bravo,50,40,1,2,RCB,New Wanderers Stadium,2009-05-03,2009
42,Naman Ojha,68,41,5,5,PBKS,Kingsmead,2009-05-05,2009
43,Rahul Dravid,66,42,8,1,RR,Newlands,2009-04-18,2009
44,Ajinkya Rahane,62,43,4,1,RCB,St George's Park,2009-05-10,2009
45,Matthew Hayden,89,44,8,6,PBKS,Supersport Park,2009-05-07,2009
46,Brad Hodge,73,44,5,3,MI,Buffalo Park,2009-05-01,2009
47,Sachin Tendulkar,59,45,7,0,CSK,Newlands,2009-04-18,2009
48,JP Duminy,52,45,7,0,DEC,Supersport Park,2009-05-06,2009
49,Ravi Bopara,84,46,4,5,RCB,Kingsmead,2009-04-24,2009
50,Herschelle Gibbs,69,46,6,2,CSK,Kingsmead,2009-04-27,2009
51,JP Duminy,62,46,4,2,CSK,St George's Park,2009-05-16,2009
52,Kumar Sangakkara,60,47,7,1,RR,Newlands,2009-04-26,2009
53,Herschelle Gibbs,53,47,3,2,RCB,New Wanderers Stadium,2009-05-24,2009
54,Brendon McCullum,84,48,10,2,RCB,Supersport Park,2009-05-12,2009
55,Matthew Hayden,60,51,4,1,MI,St George's Park,2009-05-16,2009
56,Jacques Kallis,58,51,2,2,DC,New Wanderers Stadium,2009-05-19,2009
57,JP Duminy,59,55,4,0,PBKS,Kingsmead,2009-04-29,2009
1,Robin Uthappa,51,19,4,4,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
2,Yusuf Pathan,100,21,9,8,MI,Brabourne Stadium,2010-03-13,2010
3,Virender Sehwag,75,21,8,5,RR,Narendra Modi Stadium,2010-03-15,2010
4,Shane Watson,60,21,5,5,CSK,Chidambaram,2010-04-03,2010
5,Virender Sehwag,74,22,10,3,CSK,Arun Jaitley Stadium,2010-03-19,2010
6,Robin Uthappa,50,22,4,4,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
7,Yusuf Pathan,73,23,2,8,DEC,Narendra Modi Stadium,2010-03-26,2010
8,Sachin Tendulkar,63,23,11,0,DC,Arun Jaitley Stadium,2010-03-17,2010
9,Matthew Hayden,93,24,9,7,DC,Arun Jaitley Stadium,2010-03-19,2010
10,Suresh Raina,78,24,11,3,KKR,Chidambaram,2010-04-13,2010
11,Kevin Pietersen,62,24,10,2,RR,Sawai Mansingh Stadium,2010-04-14,2010
12,Suresh Raina,57,24,3,3,MI,DY Patil Stadium,2010-04-25,2010
13,Andrew Symonds,53,24,5,3,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
14,Irfan Pathan,60,25,3,5,DEC,Barabati Stadium,2010-03-19,2010
15,David Warner,57,25,4,4,DEC,Barabati Stadium,2010-03-21,2010
16,Mahela Jayawardena,110,26,14,3,KKR,Eden Gardens,2010-04-04,2010
17,Albie Morkel,62,26,3,5,RR,Chidambaram,2010-04-03,2010
18,Andrew Symonds,54,26,3,5,DC,Arun Jaitley Stadium,2010-04-18,2010
19,Michael Lumb,83,28,16,2,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
20,MS Dhoni,66,28,6,3,KKR,Eden Gardens,2010-03-16,2010
21,Ambati Rayudu,55,28,6,2,DEC,Brabourne Stadium,2010-04-03,2010
22,Manoj Tiwary,50,28,6,2,RCB,Eden Gardens,2010-03-14,2010
23,David Warner,107,29,9,5,KKR,Arun Jaitley Stadium,2010-03-29,2010
24,Murali Vijay,78,29,4,6,RCB,Chidambaram,2010-03-31,2010
25,Shane Watson,58,29,3,3,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
26,MS Dhoni,54,29,5,2,PBKS,HPCA Stadium,2010-04-18,2010
27,Kedar Jadhav,50,29,5,2,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
28,Murali Vijay,127,30,8,11,RR,Chidambaram,2010-04-03,2010
29,Naman Ojha,94,30,8,6,CSK,Chidambaram,2010-04-03,2010
30,Chris Gayle,88,30,6,8,PBKS,Eden Gardens,2010-04-04,2010
31,Dinesh Karthik,69,30,6,4,RR,Arun Jaitley Stadium,2010-03-31,2010
32,Ambati Rayudu,55,30,6,2,RR,Brabourne Stadium,2010-03-13,2010
33,Adam Gilchrist,54,30,3,3,KKR,DY Patil Stadium,2010-03-12,2010
34,Saurabh Tiwary,53,30,4,2,RR,Brabourne Stadium,2010-03-13,2010
35,Rohit Sharma,68,31,6,3,PBKS,HPCA Stadium,2010-04-16,2010
36,Saurabh Tiwary,61,31,4,3,DC,Arun Jaitley Stadium,2010-03-17,2010
37,Virat Kohli,58,31,4,4,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
38,Shikhar Dhawan,56,31,5,3,CSK,Brabourne Stadium,2010-03-25,2010
39,Saurabh Tiwary,52,31,3,4,RCB,DY Patil Stadium,2010-04-21,2010
40,Suresh Raina,83,32,7,3,MI,Brabourne Stadium,2010-03-25,2010
41,Naman Ojha,80,32,6,5,CSK,Narendra Modi Stadium,2010-03-28,2010
42,Rohit Sharma,73,33,8,2,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
43,Robin Uthappa,68,33,3,6,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
44,Rahul Dravid,52,33,5,2,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
45,Virender Sehwag,64,34,6,3,KKR,Eden Gardens,2010-04-07,2010
46,Andrew Symonds,53,34,3,3,PBKS,Barabati Stadium,2010-03-19,2010
47,Sachin Tendulkar,71,35,10,0,KKR,Brabourne Stadium,2010-03-22,2010
48,Jacques Kallis,68,35,9,1,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
49,Subramaniam Badrinath,53,35,7,2,PBKS,HPCA Stadium,2010-04-18,2010
50,Manvinder Bisla,75,36,7,4,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
51,Kumar Sangakkara,52,36,9,1,DEC,HPCA Stadium,2010-04-16,2010
52,Manoj Tiwary,75,37,8,2,PBKS,IS Bindra Stadium,2010-03-27,2010
53,Paul Collingwood,75,37,3,7,RCB,Arun Jaitley Stadium,2010-04-04,2010
54,Kevin Pietersen,66,37,7,1,PBKS,IS Bindra Stadium,2010-04-02,2010
55,Tirumalasetti Suman,55,37,4,2,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
56,Shikhar Dhawan,50,37,6,0,PBKS,Brabourne Stadium,2010-03-30,2010
57,Sourav Ganguly,50,37,6,1,PBKS,IS Bindra Stadium,2010-03-27,2010
58,Angelo Mathews,65,38,5,4,DEC,DY Patil Stadium,2010-03-12,2010
59,Jacques Kallis,54,38,5,1,DC,Arun Jaitley Stadium,2010-04-04,2010
60,Suresh Raina,52,38,4,2,DEC,Vidarbha Cricket Association Stadium,2010-04-10,2010
61,Paul Collingwood,51,38,1,3,DEC,Arun Jaitley Stadium,2010-04-18,2010
62,Sourav Ganguly,88,39,9,5,DEC,Eden Gardens,2010-04-01,2010
63,Sourav Ganguly,75,39,11,2,RR,Eden Gardens,2010-04-17,2010
64,Kumar Sangakkara,56,39,6,1,MI,IS Bindra Stadium,2010-04-09,2010
65,Gautam Gambhir,72,40,9,1,PBKS,IS Bindra Stadium,2010-03-13,2010
66,Sachin Tendulkar,72,40,8,1,CSK,Brabourne Stadium,2010-03-25,2010
67,Murali Vijay,50,40,4,2,KKR,Chidambaram,2010-04-13,2010
68,Shaun Marsh,88,41,8,5,CSK,HPCA Stadium,2010-04-18,2010
69,Ravi Bopara,56,41,7,1,DC,IS Bindra Stadium,2010-03-13,2010
70,Sachin Tendulkar,55,41,9,0,DEC,DY Patil Stadium,2010-03-28,2010
71,Subramaniam Badrinath,55,41,6,0,MI,Brabourne Stadium,2010-03-25,2010
72,Jacques Kallis,52,41,7,0,CSK,Chidambaram,2010-03-31,2010
73,Jacques Kallis,89,42,8,5,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
74,Ravi Bopara,77,42,9,2,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
75,Shaun Marsh,57,42,6,1,MI,Brabourne Stadium,2010-03-30,2010
76,Sourav Ganguly,56,42,8,1,DC,Eden Gardens,2010-04-07,2010
77,Tirumalasetti Suman,78,43,6,3,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
78,Jacques Kallis,66,43,10,0,MI,Brabourne Stadium,2010-03-20,2010
79,Owais Shah,58,43,3,3,DEC,DY Patil Stadium,2010-03-12,2010
80,Paul Collingwood,53,43,3,2,KKR,Arun Jaitley Stadium,2010-03-29,2010
81,Andrew Symonds,50,43,3,3,CSK,Chidambaram,2010-03-14,2010
82,Herschelle Gibbs,50,43,5,1,KKR,Eden Gardens,2010-04-01,2010
83,Rohit Sharma,51,44,7,0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
84,Brad Hodge,50,44,7,0,RCB,Eden Gardens,2010-03-14,2010
85,Sachin Tendulkar,89,45,10,2,RR,Sawai Mansingh Stadium,2010-04-11,2010
86,Abhishek Jhunjhunwala,53,45,5,1,DC,Narendra Modi Stadium,2010-03-15,2010
87,Chris Gayle,75,47,7,2,MI,Brabourne Stadium,2010-03-22,2010
88,Jacques Kallis,65,47,7,1,KKR,Eden Gardens,2010-03-14,2010
89,Mahela Jayawardena,93,49,13,2,DEC,HPCA Stadium,2010-04-16,2010
90,Gautam Gambhir,57,51,5,0,CSK,Chidambaram,2010-04-15,2010
91,Brendon McCullum,57,52,8,0,MI,Eden Gardens,2010-04-19,2010
92,Parthiv Patel,57,53,4,2,PBKS,Chidambaram,2010-03-21,2010
1,Paul Valthaty,120,23,19,2,CSK,IS Bindra Stadium,2011-04-13,2011
2,Dinesh Karthik,69,24,7,5,KTK,Holkar Cricket Stadium,2011-05-13,2011
3,Jesse Ryder,60,24,5,5,DC,DY Patil Stadium,2011-04-17,2011
4,Sunny Sohal,56,24,6,4,CSK,Chidambaram,2011-05-01,2011
5,Adam Gilchrist,106,25,8,9,RCB,HPCA Stadium,2011-05-17,2011
6,Virender Sehwag,119,27,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
7,Shaun Marsh,95,27,9,6,DC,Arun Jaitley Stadium,2011-04-23,2011
8,Chris Gayle,89,27,9,5,MI,Chidambaram,2011-05-27,2011
9,Chris Gayle,107,28,10,9,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
10,Virender Sehwag,77,28,8,4,PBKS,Arun Jaitley Stadium,2011-04-23,2011
11,Gautam Gambhir,75,28,11,1,RR,Sawai Mansingh Stadium,2011-04-15,2011
12,MS Dhoni,63,28,5,4,DC,Chidambaram,2011-05-12,2011
13,Chris Gayle,102,29,10,7,KKR,Eden Gardens,2011-04-22,2011
14,Murali Vijay,95,29,4,6,RCB,Chidambaram,2011-05-28,2011
15,David Warner,77,29,7,4,PBKS,Arun Jaitley Stadium,2011-04-23,2011
16,Shaun Marsh,71,29,6,3,RR,IS Bindra Stadium,2011-04-21,2011
17,Bharat Chipli,61,29,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
18,Ambati Rayudu,53,29,3,4,KTK,Wankhede Stadium,2011-04-15,2011
19,Aiden Blizzard,51,29,7,2,KKR,Wankhede Stadium,2011-05-25,2011
20,Shane Watson,89,30,9,6,MI,Wankhede Stadium,2011-05-20,2011
21,Mahela Jayawardena,76,30,8,2,PBKS,Holkar Cricket Stadium,2011-05-13,2011
22,Yuvraj Singh,66,30,4,5,DC,DY Patil Stadium,2011-04-17,2011
23,Adam Gilchrist,61,30,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
24,Mahela Jayawardena,56,30,9,0,MI,Wankhede Stadium,2011-04-15,2011
25,JP Duminy,55,30,2,4,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
26,Tillakaratne Dilshan,52,30,8,1,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
27,Rohit Sharma,87,31,8,5,CSK,Wankhede Stadium,2011-04-22,2011
28,Suresh Raina,59,31,6,2,DEC,Chidambaram,2011-05-01,2011
29,Virat Kohli,56,31,8,2,DC,Arun Jaitley Stadium,2011-04-26,2011
30,Jesse Ryder,51,31,4,2,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
31,Michael Hussey,79,32,8,1,RR,Chidambaram,2011-05-04,2011
32,MS Dhoni,70,32,3,6,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
33,Chris Gayle,70,33,7,4,RR,Sawai Mansingh Stadium,2011-05-11,2011
34,Subramaniam Badrinath,63,33,6,2,PWI,DY Patil Stadium,2011-04-27,2011
35,Rohit Sharma,56,33,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
36,Ajinkya Rahane,52,33,7,0,CSK,Sawai Mansingh Stadium,2011-05-09,2011
37,Shaun Marsh,79,34,7,5,RCB,HPCA Stadium,2011-05-17,2011
38,Chris Gayle,75,34,4,6,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
39,Murali Vijay,74,34,6,4,PBKS,IS Bindra Stadium,2011-04-13,2011
40,Shikhar Dhawan,95,35,14,1,PBKS,HPCA Stadium,2011-05-21,2011
41,Paul Valthaty,75,35,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
42,Sunny Sohal,62,35,8,1,DC,Arun Jaitley Stadium,2011-04-19,2011
43,Ambati Rayudu,59,35,7,2,DC,Wankhede Stadium,2011-05-07,2011
44,Ambati Rayudu,51,35,8,1,PBKS,Wankhede Stadium,2011-05-02,2011
45,Virender Sehwag,80,36,8,5,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
46,Virat Kohli,70,36,5,3,CSK,Wankhede Stadium,2011-05-24,2011
47,Virat Kohli,67,36,4,4,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
48,Rohit Sharma,58,36,5,1,RR,Wankhede Stadium,2011-05-20,2011
49,Murali Vijay,53,36,2,3,RR,Sawai Mansingh Stadium,2011-05-09,2011
50,Adam Gilchrist,51,36,6,2,DEC,HPCA Stadium,2011-05-21,2011
51,Subramaniam Badrinath,71,37,7,2,MI,Wankhede Stadium,2011-04-22,2011
52,Rahul Dravid,66,37,10,0,CSK,Chidambaram,2011-05-04,2011
53,Manoj Tiwary,61,37,2,3,DC,Arun Jaitley Stadium,2011-04-28,2011
54,Dwaraka Ravi Teja,60,37,5,2,PBKS,HPCA Stadium,2011-05-21,2011
55,Venugopal Rao,60,37,4,4,RR,Sawai Mansingh Stadium,2011-04-12,2011
56,Jacques Kallis,54,37,7,0,CSK,Chidambaram,2011-04-08,2011
57,Subramaniam Badrinath,54,37,3,2,KKR,Eden Gardens,2011-05-07,2011
58,AB de Villiers,65,38,5,2,CSK,Chidambaram,2011-04-16,2011
59,Paul Valthaty,62,38,7,3,DC,HPCA Stadium,2011-05-15,2011
60,Mahela Jayawardena,55,38,2,2,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
61,Ryan ten Doeschate,70,39,6,3,MI,Wankhede Stadium,2011-05-25,2011
62,Eoin Morgan,66,39,8,2,KTK,Jawaharlal Nehru Stadium,2011-05-05,2011
63,Kumar Sangakkara,65,39,10,0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
64,Yuvraj Singh,62,39,3,4,CSK,DY Patil Stadium,2011-04-27,2011
65,Suresh Raina,61,39,3,1,RR,Chidambaram,2011-05-04,2011
66,Shaun Marsh,61,39,8,0,MI,Wankhede Stadium,2011-05-02,2011
67,James Hopes,54,39,7,0,RCB,Arun Jaitley Stadium,2011-04-26,2011
68,Suresh Raina,50,39,5,1,KTK,Jawaharlal Nehru Stadium,2011-04-18,2011
69,Michael Hussey,63,40,3,3,RCB,Chidambaram,2011-05-28,2011
70,Jacques Kallis,59,40,4,3,MI,Eden Gardens,2011-05-22,2011
71,AB de Villiers,54,40,1,5,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
72,David Warner,54,40,6,1,RR,Sawai Mansingh Stadium,2011-04-12,2011
73,Brendon McCullum,81,41,10,2,MI,Wankhede Stadium,2011-04-15,2011
74,Suresh Raina,73,41,4,6,RCB,Wankhede Stadium,2011-05-24,2011
75,Ambati Rayudu,63,41,9,0,RCB,M. Chinnaswamy Stadium,2011-04-12,2011
76,James Hopes,55,41,10,0,MI,Wankhede Stadium,2011-05-07,2011
77,Subramaniam Badrinath,55,41,6,1,DC,Chidambaram,2011-05-12,2011
