POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
1,Sohail Tanvir,4.0,10,3,0,18,8.0,RCB,Sawai Mansingh Stadium,2008-05-17,2008
2,Dale Steyn,4.0,28,2,0,18,12.0,CSK,Chidambaram,2008-05-21,2008
3,Brett Lee,4.0,9,1,0,17,24.0,MI,IS Bindra Stadium,2008-04-25,2008
4,Shaun Pollock,4.0,9,1,1,17,24.0,CSK,Wankhede Stadium,2008-05-14,2008
5,Irfan Pathan,4.0,10,1,0,17,24.0,RR,IS Bindra Stadium,2008-05-28,2008
6,Shaun Pollock,4.0,12,3,0,17,8.0,KKR,Wankhede Stadium,2008-05-16,2008
7,Dale Steyn,4.0,14,1,0,17,24.0,MI,M. Chinnaswamy Stadium,2008-05-28,2008
8,Shanthakumaran Sreesanth,4.0,16,2,0,17,12.0,RCB,M. Chinnaswamy Stadium,2008-05-05,2008
9,Shane Watson,4.0,19,1,0,17,24.0,CSK,Sawai Mansingh Stadium,2008-05-04,2008
10,Vinay Kumar,4.0,27,3,0,17,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-25,2008
11,Glenn McGrath,4.0,12,0,0,16,0.0,RR,Sawai Mansingh Stadium,2008-05-11,2008
12,Sohail Tanvir,4.0,14,6,0,16,4.0,CSK,Sawai Mansingh Stadium,2008-05-04,2008
13,Manpreet Gony,4.0,14,2,1,16,12.0,PBKS,Wankhede Stadium,2008-05-31,2008
14,Glenn McGrath,4.0,15,2,0,16,12.0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
15,Munaf Patel,4.0,17,3,0,16,8.0,DC,Wankhede Stadium,2008-05-30,2008
16,Dilhara Fernando,4.0,18,4,0,16,6.0,RCB,M. Chinnaswamy Stadium,2008-05-28,2008
17,Mohammad Asif,4.0,19,2,0,16,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
18,Glenn McGrath,4.0,21,1,1,16,24.0,RR,Arun Jaitley Stadium,2008-04-19,2008
19,Ashok Dinda,4.0,12,1,0,15,24.0,MI,Eden Gardens,2008-04-29,2008
20,Sohail Tanvir,4.0,14,4,0,15,6.0,MI,Sawai Mansingh Stadium,2008-05-26,2008
21,Shaun Pollock,4.0,16,2,0,15,12.0,DC,DY Patil Stadium,2008-05-04,2008
22,Piyush Chawla,4.0,16,2,0,15,12.0,MI,IS Bindra Stadium,2008-04-25,2008
23,Irfan Pathan,4.0,18,2,0,15,12.0,KKR,IS Bindra Stadium,2008-05-03,2008
24,Irfan Pathan,4.0,19,2,1,15,12.0,MI,IS Bindra Stadium,2008-04-25,2008
25,Shane Watson,4.0,20,2,0,15,12.0,RCB,M. Chinnaswamy Stadium,2008-04-26,2008
26,Glenn McGrath,4.0,22,0,1,15,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
27,Ajit Agarkar,4.0,25,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,2008-04-18,2008
28,Praveen Kumar,4.0,26,1,0,15,24.0,CSK,Chidambaram,2008-05-21,2008
29,Mohammad Hafeez,4.0,8,1,0,14,24.0,DEC,Eden Gardens,2008-04-20,2008
30,Ishant Sharma,4.0,9,2,0,14,12.0,RCB,M. Chinnaswamy Stadium,2008-04-18,2008
31,Muttiah Muralitharan,4.0,12,0,0,14,0.0,KKR,Chidambaram,2008-04-26,2008
32,Sanath Jayasuriya,4.0,14,3,1,14,8.0,KKR,Eden Gardens,2008-04-29,2008
33,RP Singh,4.0,15,2,1,14,12.0,MI,DY Patil Stadium,2008-04-27,2008
34,Irfan Pathan,3.2,13,1,0,14,20.0,RCB,M. Chinnaswamy Stadium,2008-05-05,2008
35,Dale Steyn,4.0,16,0,0,14,0.0,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
36,Manpreet Gony,4.0,18,1,1,14,24.0,MI,Chidambaram,2008-04-23,2008
37,Murali Kartik,3.4,17,3,0,14,7.33,DEC,Eden Gardens,2008-04-20,2008
38,Scott Styris,4.0,19,0,0,14,0.0,KKR,Eden Gardens,2008-04-20,2008
39,Makhaya Ntini,4.0,21,4,0,14,6.0,KKR,Eden Gardens,2008-05-18,2008
40,Munaf Patel,4.0,22,2,1,14,12.0,KKR,Eden Gardens,2008-05-20,2008
41,Makhaya Ntini,4.0,23,2,0,14,12.0,PBKS,Wankhede Stadium,2008-05-31,2008
42,Shane Warne,4.0,23,1,1,14,24.0,RCB,M. Chinnaswamy Stadium,2008-04-26,2008
43,Zaheer Khan,4.0,24,1,0,14,24.0,RR,M. Chinnaswamy Stadium,2008-04-26,2008
44,Manpreet Gony,4.0,11,2,1,13,12.0,RCB,Chidambaram,2008-05-21,2008
45,Anil Kumble,4.0,14,3,0,13,8.0,CSK,Chidambaram,2008-05-21,2008
46,Jacques Kallis,4.0,15,0,0,13,0.0,CSK,Chidambaram,2008-05-21,2008
47,Sohail Tanvir,3.1,13,0,0,13,0.0,MI,DY Patil Stadium,2008-05-07,2008
48,Zaheer Khan,4.0,17,2,0,13,12.0,MI,Wankhede Stadium,2008-04-20,2008
49,Manpreet Gony,4.0,17,0,0,13,0.0,KKR,Eden Gardens,2008-05-18,2008
50,Muttiah Muralitharan,4.0,20,1,0,13,24.0,RR,Sawai Mansingh Stadium,2008-05-04,2008
51,Dale Steyn,4.0,20,0,0,13,0.0,DEC,M. Chinnaswamy Stadium,2008-05-03,2008
52,Praveen Kumar,4.0,22,2,1,13,12.0,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
53,MF Maharoof,4.0,22,1,0,13,24.0,RR,Sawai Mansingh Stadium,2008-05-11,2008
54,Piyush Chawla,4.0,22,1,0,13,24.0,MI,Wankhede Stadium,2008-05-21,2008
55,Umar Gul,4.0,23,4,0,13,6.0,PBKS,Eden Gardens,2008-05-25,2008
56,Ajit Agarkar,4.0,23,1,0,13,24.0,MI,Eden Gardens,2008-04-29,2008
57,Irfan Pathan,4.0,24,1,0,13,24.0,CSK,Wankhede Stadium,2008-05-31,2008
58,RP Singh,4.0,24,1,0,13,24.0,RR,Sawai Mansingh Stadium,2008-05-09,2008
59,Shanthakumaran Sreesanth,4.0,25,2,0,13,12.0,KKR,IS Bindra Stadium,2008-05-03,2008
60,Sanjay Bangar,3.0,19,0,0,13,0.0,KKR,Eden Gardens,2008-04-20,2008
61,Albie Morkel,4.0,26,1,0,13,24.0,DEC,Chidambaram,2008-05-06,2008
62,Yo Mahesh,4.0,31,1,0,13,24.0,CSK,Chidambaram,2008-05-02,2008
63,Sohail Tanvir,4.0,31,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,2008-04-26,2008
64,Shane Watson,4.0,32,1,0,13,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
65,Dhawal Kulkarni,4.0,33,3,0,13,8.0,CSK,Wankhede Stadium,2008-05-14,2008
66,Ishant Sharma,3.4,33,1,0,13,22.0,MI,Eden Gardens,2008-04-29,2008
67,Dominic Thornely,3.0,7,2,0,12,9.0,KKR,Wankhede Stadium,2008-05-16,2008
68,Ishant Sharma,3.0,9,1,1,12,18.0,DEC,Eden Gardens,2008-04-20,2008
69,Shane Watson,3.0,10,3,0,12,6.0,DC,Wankhede Stadium,2008-05-30,2008
70,Shoaib Akhtar,3.0,11,4,0,12,4.5,DC,Eden Gardens,2008-05-13,2008
71,Munaf Patel,4.0,16,2,0,12,12.0,CSK,Sawai Mansingh Stadium,2008-05-04,2008
72,Rajat Bhatia,4.0,17,2,0,12,12.0,RR,Arun Jaitley Stadium,2008-04-19,2008
73,Ashish Nehra,3.0,13,3,0,12,6.0,RR,DY Patil Stadium,2008-05-07,2008
74,Dwayne Bravo,3.0,13,2,1,12,9.0,KKR,Wankhede Stadium,2008-05-16,2008
75,Anil Kumble,4.0,18,2,0,12,12.0,DC,M. Chinnaswamy Stadium,2008-05-19,2008
76,Dale Steyn,4.0,19,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-25,2008
77,Muttiah Muralitharan,4.0,19,1,0,12,24.0,PBKS,Wankhede Stadium,2008-05-31,2008
78,Ramesh Powar,4.0,20,1,0,12,24.0,DEC,IS Bindra Stadium,2008-05-23,2008
79,Munaf Patel,4.0,21,2,0,12,12.0,RCB,Sawai Mansingh Stadium,2008-05-17,2008
80,Manpreet Gony,4.0,21,1,0,12,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-27,2008
81,Lakshmipathy Balaji,4.0,24,5,0,12,4.8,PBKS,Chidambaram,2008-05-10,2008
82,Dwayne Bravo,4.0,24,3,0,12,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
83,Makhaya Ntini,4.0,24,1,0,12,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-27,2008
84,Piyush Chawla,4.0,25,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,2008-05-05,2008
85,Siddharth Trivedi,4.0,25,2,0,12,12.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
86,Yo Mahesh,4.0,25,0,0,12,0.0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
87,Sohail Tanvir,4.0,26,3,0,12,8.0,KKR,Eden Gardens,2008-05-20,2008
88,Albie Morkel,4.0,27,2,0,12,12.0,PBKS,Wankhede Stadium,2008-05-31,2008
89,Makhaya Ntini,4.0,27,0,0,12,0.0,RCB,Chidambaram,2008-05-21,2008
90,Zaheer Khan,4.0,29,2,0,12,12.0,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
91,Siddharth Trivedi,4.0,29,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2008-04-26,2008
92,Piyush Chawla,4.0,29,0,0,12,0.0,DC,IS Bindra Stadium,2008-04-27,2008
93,Shanthakumaran Sreesanth,4.0,31,2,0,12,12.0,MI,IS Bindra Stadium,2008-04-25,2008
94,Piyush Chawla,4.0,31,0,0,12,0.0,DEC,IS Bindra Stadium,2008-05-23,2008
95,RP Singh,4.0,32,0,0,12,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2008-05-27,2008
96,Ashok Dinda,4.0,33,3,0,12,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
97,RP Singh,4.0,35,3,0,12,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
98,Shanthakumaran Sreesanth,4.0,35,2,0,12,12.0,MI,Wankhede Stadium,2008-05-21,2008
99,Brett Lee,4.0,35,1,0,12,24.0,CSK,IS Bindra Stadium,2008-04-19,2008
100,Ashish Nehra,4.0,35,1,0,12,24.0,CSK,Chidambaram,2008-04-23,2008
101,Brett Lee,4.0,35,1,0,12,24.0,RR,Sawai Mansingh Stadium,2008-04-21,2008
102,Munaf Patel,4.0,36,1,0,12,24.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
103,Munaf Patel,4.0,37,0,0,12,0.0,PBKS,IS Bindra Stadium,2008-05-28,2008
104,Glenn McGrath,4.0,38,0,0,12,0.0,RR,Wankhede Stadium,2008-05-30,2008
105,Shane Watson,4.0,39,0,0,12,0.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
106,Chaminda Vaas,3.0,9,2,0,11,9.0,KKR,Eden Gardens,2008-04-20,2008
107,MF Maharoof,4.0,13,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
108,Amit Mishra,4.0,17,5,0,11,4.8,DEC,Arun Jaitley Stadium,2008-05-15,2008
109,Pragyan Ojha,4.0,18,2,0,11,12.0,KKR,Eden Gardens,2008-04-20,2008
110,Shane Warne,4.0,19,3,0,11,8.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
111,Muttiah Muralitharan,4.0,19,1,0,11,24.0,RCB,Chidambaram,2008-05-21,2008
112,Shane Warne,4.0,21,2,0,11,12.0,DC,Wankhede Stadium,2008-05-30,2008
113,Shane Watson,4.0,21,2,0,11,12.0,DC,Sawai Mansingh Stadium,2008-05-11,2008
114,Sourav Ganguly,4.0,21,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2008-04-18,2008
115,Irfan Pathan,4.0,21,1,0,11,24.0,RR,Sawai Mansingh Stadium,2008-04-21,2008
116,Glenn McGrath,4.0,21,1,0,11,24.0,CSK,Chidambaram,2008-05-02,2008
117,Makhaya Ntini,4.0,21,0,1,11,0.0,RR,DY Patil Stadium,2008-06-01,2008
118,Paidikalva Vijaykumar,3.0,17,1,0,11,18.0,CSK,Chidambaram,2008-05-06,2008
119,Ashish Nehra,3.0,17,0,0,11,0.0,KKR,Wankhede Stadium,2008-05-16,2008
120,Praveen Kumar,4.0,23,3,0,11,8.0,DEC,M. Chinnaswamy Stadium,2008-05-03,2008
121,Muttiah Muralitharan,4.0,24,1,0,11,24.0,DEC,Chidambaram,2008-05-06,2008
122,Paidikalva Vijaykumar,4.0,24,1,0,11,24.0,DC,Arun Jaitley Stadium,2008-05-15,2008
123,Dwayne Bravo,4.0,25,1,0,11,24.0,KKR,Eden Gardens,2008-04-29,2008
124,Dwayne Smith,4.0,26,3,0,11,8.0,RCB,M. Chinnaswamy Stadium,2008-05-28,2008
125,Ishant Sharma,4.0,26,1,0,11,24.0,RR,Sawai Mansingh Stadium,2008-05-01,2008
126,Shaun Pollock,4.0,27,2,0,11,12.0,KKR,Eden Gardens,2008-04-29,2008
127,Dilhara Fernando,4.0,27,2,0,11,12.0,RR,Sawai Mansingh Stadium,2008-05-26,2008
128,MF Maharoof,4.0,27,1,0,11,24.0,MI,Arun Jaitley Stadium,2008-05-24,2008
129,Vikram Singh,4.0,28,2,0,11,12.0,KKR,Eden Gardens,2008-05-25,2008
130,Pradeep Sangwan,4.0,29,1,0,11,24.0,KKR,Eden Gardens,2008-05-13,2008
131,Praveen Kumar,4.0,29,1,0,11,24.0,MI,Wankhede Stadium,2008-04-20,2008
132,Nuwan Zoysa,4.0,30,1,0,11,24.0,MI,DY Patil Stadium,2008-04-27,2008
133,Ashok Dinda,4.0,30,0,0,11,0.0,RR,Sawai Mansingh Stadium,2008-05-01,2008
134,Ashish Nehra,4.0,31,0,0,11,0.0,CSK,Wankhede Stadium,2008-05-14,2008
135,Ashok Dinda,3.0,24,1,0,11,18.0,PBKS,IS Bindra Stadium,2008-05-03,2008
136,Sohail Tanvir,4.0,33,3,0,11,8.0,CSK,Chidambaram,2008-05-24,2008
137,Ashok Dinda,3.0,25,0,0,11,0.0,CSK,Chidambaram,2008-04-26,2008
138,Umar Gul,3.3,30,2,1,11,10.5,RR,Eden Gardens,2008-05-20,2008
139,Yo Mahesh,4.0,36,4,0,11,6.0,MI,Arun Jaitley Stadium,2008-05-24,2008
140,Irfan Pathan,4.0,37,0,0,11,0.0,MI,Wankhede Stadium,2008-05-21,2008
141,Zaheer Khan,4.0,38,3,0,11,8.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
142,Manpreet Gony,4.0,38,1,0,11,24.0,PBKS,Chidambaram,2008-05-10,2008
143,Dale Steyn,4.0,40,0,0,11,0.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
144,Sourav Ganguly,3.0,7,1,0,10,18.0,RCB,Eden Gardens,2008-05-08,2008
145,Siddharth Trivedi,3.0,8,1,0,10,18.0,DEC,Sawai Mansingh Stadium,2008-05-09,2008
146,MF Maharoof,4.0,11,2,0,10,12.0,RR,Arun Jaitley Stadium,2008-04-19,2008
147,Yusuf Pathan,3.0,9,0,0,10,0.0,MI,Sawai Mansingh Stadium,2008-05-26,2008
148,Vikram Singh,4.0,15,1,0,10,24.0,RCB,IS Bindra Stadium,2008-05-12,2008
149,RP Singh,3.0,12,2,0,10,9.0,CSK,Chidambaram,2008-05-06,2008
150,Shaun Pollock,4.0,17,0,0,10,0.0,RCB,Wankhede Stadium,2008-04-20,2008
1,Munaf Patel,4.0,14,2,0,19,12.0,KKR,Kingsmead,2009-05-20,2009
2,Ashok Dinda,4.0,12,0,0,17,0.0,RR,Kingsmead,2009-05-20,2009
3,Brett Lee,4.0,15,3,1,17,8.0,DC,OUTsurance Oval,2009-05-15,2009
4,Muttiah Muralitharan,4.0,8,2,0,16,12.0,PBKS,Kingsmead,2009-05-20,2009
5,Muttiah Muralitharan,4.0,11,3,1,16,8.0,RCB,St George's Park,2009-04-20,2009
6,Albie Morkel,4.0,13,2,0,16,12.0,RCB,Kingsmead,2009-05-14,2009
7,Charl Langeveldt,4.0,15,3,0,16,8.0,RR,Kingsmead,2009-05-20,2009
8,Lasith Malinga,4.0,19,3,1,16,8.0,DEC,Kingsmead,2009-04-25,2009
9,Ishant Sharma,4.0,29,1,0,16,24.0,KKR,St George's Park,2009-04-27,2009
10,Ishant Sharma,4.0,29,1,0,16,24.0,MI,St George's Park,2009-04-27,2009
11,Amit Singh,4.0,9,3,0,15,8.0,PBKS,Kingsmead,2009-05-05,2009
12,Harbhajan Singh,4.0,9,1,0,15,24.0,PBKS,Supersport Park,2009-05-12,2009
13,Praveen Kumar,3.0,7,2,0,15,9.0,RR,Newlands,2009-04-18,2009
14,Yuvraj Singh,4.0,13,3,0,15,8.0,DEC,New Wanderers Stadium,2009-05-17,2009
15,Amit Mishra,4.0,14,3,0,15,8.0,KKR,New Wanderers Stadium,2009-05-10,2009
16,Ajit Agarkar,4.0,15,2,0,15,12.0,RR,Kingsmead,2009-05-20,2009
17,Muttiah Muralitharan,4.0,16,1,0,15,24.0,KKR,Supersport Park,2009-05-18,2009
18,RP Singh,4.0,18,2,1,15,12.0,RR,St George's Park,2009-05-02,2009
19,Yusuf Abdulla,4.0,19,2,0,15,12.0,MI,Kingsmead,2009-04-29,2009
20,Yusuf Pathan,4.0,19,1,0,15,24.0,DEC,St George's Park,2009-05-02,2009
21,Dimitri Mascarenhas,4.0,20,3,0,15,8.0,RCB,Newlands,2009-04-18,2009
22,Brett Lee,4.0,25,1,0,15,24.0,MI,Supersport Park,2009-05-12,2009
23,Shane Harwood,4.0,26,1,0,15,24.0,PBKS,Kingsmead,2009-05-05,2009
24,Ryan Harris,4.0,27,3,1,15,8.0,DC,Supersport Park,2009-05-22,2009
25,Anil Kumble,4.0,12,2,0,14,12.0,CSK,Kingsmead,2009-05-14,2009
26,Murali Kartik,4.0,12,1,0,14,24.0,DEC,New Wanderers Stadium,2009-05-16,2009
27,Munaf Patel,4.0,14,2,1,14,12.0,DC,Supersport Park,2009-04-28,2009
28,Jesse Ryder,4.0,14,2,0,14,12.0,RR,Newlands,2009-04-18,2009
29,Ishant Sharma,4.0,15,2,0,14,12.0,RCB,Kingsmead,2009-04-29,2009
30,Kamran Khan,4.0,15,2,0,14,12.0,PBKS,Newlands,2009-04-26,2009
31,Ishant Sharma,4.0,15,2,0,14,12.0,RCB,Kingsmead,2009-04-29,2009
32,Brett Lee,4.0,16,0,0,14,0.0,CSK,Kingsmead,2009-05-20,2009
33,Shane Warne,4.0,18,2,0,14,12.0,RCB,Newlands,2009-04-18,2009
34,Amit Mishra,4.0,18,0,1,14,0.0,KKR,Kingsmead,2009-05-05,2009
35,Amit Singh,4.0,19,4,0,14,6.0,RCB,Supersport Park,2009-05-07,2009
36,Irfan Pathan,4.0,19,2,0,14,12.0,RCB,Kingsmead,2009-05-01,2009
37,Chaminda Vaas,4.0,19,2,0,14,12.0,RR,De Beers Diamond Oval,2009-05-11,2009
38,Shanthakumaran Sreesanth,4.0,20,2,0,14,12.0,DC,OUTsurance Oval,2009-05-15,2009
39,Shoaib Ahmed,4.0,20,2,0,14,12.0,DC,Supersport Park,2009-04-30,2009
40,Yusuf Abdulla,4.0,21,3,0,14,8.0,RR,Newlands,2009-04-26,2009
41,RP Singh,4.0,22,1,0,14,24.0,RR,De Beers Diamond Oval,2009-05-11,2009
42,RP Singh,3.4,22,4,0,14,5.5,KKR,Newlands,2009-04-19,2009
43,Muttiah Muralitharan,4.0,24,1,0,14,24.0,RCB,Kingsmead,2009-05-14,2009
44,RP Singh,4.0,27,2,0,14,12.0,MI,Kingsmead,2009-04-25,2009
45,Shane Warne,4.0,27,1,0,14,24.0,CSK,De Beers Diamond Oval,2009-05-09,2009
46,Dimitri Mascarenhas,4.0,29,1,1,14,24.0,KKR,Newlands,2009-04-23,2009
47,Lasith Malinga,4.0,32,1,0,14,24.0,PBKS,Supersport Park,2009-05-12,2009
48,Anureet Singh,4.0,35,2,0,14,12.0,RR,Newlands,2009-04-23,2009
49,Anil Kumble,3.1,5,5,1,13,3.8,RR,Newlands,2009-04-18,2009
50,Pragyan Ojha,4.0,14,2,0,13,12.0,KKR,Newlands,2009-04-19,2009
51,Lasith Malinga,4.0,15,3,0,13,8.0,CSK,Newlands,2009-04-18,2009
52,JP Duminy,4.0,15,2,0,13,12.0,PBKS,Supersport Park,2009-05-12,2009
53,Muttiah Muralitharan,4.0,15,1,0,13,24.0,RCB,New Wanderers Stadium,2009-05-23,2009
54,RP Singh,4.0,17,2,0,13,12.0,RCB,Newlands,2009-04-22,2009
55,Ishant Sharma,3.0,13,0,0,13,0.0,DEC,Newlands,2009-04-19,2009
56,Ishant Sharma,3.0,13,0,0,13,0.0,DEC,Newlands,2009-04-19,2009
57,Amit Mishra,4.0,19,3,0,13,8.0,DEC,Supersport Park,2009-05-22,2009
58,Johan Botha,4.0,19,2,0,13,12.0,KKR,Kingsmead,2009-05-20,2009
59,RP Singh,4.0,19,2,0,13,12.0,MI,Supersport Park,2009-05-06,2009
60,Lasith Malinga,4.0,19,1,0,13,24.0,CSK,St George's Park,2009-05-16,2009
61,Siddharth Trivedi,4.0,20,1,0,13,24.0,PBKS,Kingsmead,2009-05-05,2009
62,Laxmi Ratan Shukla,4.0,20,0,0,13,0.0,RR,Kingsmead,2009-05-20,2009
63,Dhawal Kulkarni,4.0,21,1,0,13,24.0,DEC,Supersport Park,2009-05-06,2009
64,Yuvraj Singh,4.0,22,3,0,13,8.0,RCB,Kingsmead,2009-05-01,2009
65,Munaf Patel,3.5,22,2,0,13,11.5,MI,Kingsmead,2009-05-14,2009
66,Shanthakumaran Sreesanth,4.0,23,2,0,13,12.0,CSK,Kingsmead,2009-05-20,2009
67,Munaf Patel,4.0,24,2,0,13,12.0,PBKS,Newlands,2009-04-26,2009
68,Ishant Sharma,4.0,24,1,0,13,24.0,PBKS,Kingsmead,2009-04-21,2009
69,Brett Lee,4.0,24,1,0,13,24.0,DEC,De Beers Diamond Oval,2009-05-09,2009
70,Ishant Sharma,4.0,24,1,0,13,24.0,PBKS,Kingsmead,2009-04-21,2009
71,Shane Harwood,4.0,25,2,0,13,12.0,DEC,St George's Park,2009-05-02,2009
72,Praveen Kumar,4.0,27,2,0,13,12.0,PBKS,Kingsmead,2009-05-01,2009
73,Dwayne Bravo,4.0,27,1,0,13,24.0,CSK,Newlands,2009-04-18,2009
74,Ashok Dinda,4.0,29,1,0,13,24.0,CSK,Supersport Park,2009-05-18,2009
75,Praveen Kumar,4.0,31,0,0,13,0.0,RR,Supersport Park,2009-05-07,2009
76,Ryan Harris,4.0,34,1,1,13,24.0,RCB,New Wanderers Stadium,2009-05-24,2009
77,Lasith Malinga,4.0,12,2,0,12,12.0,PBKS,Kingsmead,2009-04-29,2009
78,Anil Kumble,4.0,16,4,0,12,6.0,DEC,New Wanderers Stadium,2009-05-24,2009
79,Anil Kumble,4.0,16,2,0,12,12.0,KKR,Kingsmead,2009-04-29,2009
80,Harbhajan Singh,4.0,17,4,0,12,6.0,DC,Supersport Park,2009-05-21,2009
81,Jacques Kallis,4.0,18,2,1,12,12.0,CSK,Kingsmead,2009-05-14,2009
82,Lakshmipathy Balaji,4.0,19,3,0,12,8.0,DC,Kingsmead,2009-04-23,2009
83,Muttiah Muralitharan,4.0,19,0,0,12,0.0,MI,St George's Park,2009-05-16,2009
84,Ryan Harris,4.0,20,2,0,12,12.0,KKR,New Wanderers Stadium,2009-05-16,2009
85,Jacques Kallis,4.0,20,1,0,12,24.0,RR,Supersport Park,2009-05-07,2009
86,Morne Morkel,4.0,20,0,0,12,0.0,RCB,Supersport Park,2009-05-07,2009
87,Amit Mishra,4.0,20,0,0,12,0.0,MI,Buffalo Park,2009-05-08,2009
88,Muttiah Muralitharan,4.0,22,2,0,12,12.0,RR,De Beers Diamond Oval,2009-05-09,2009
89,Harmeet Singh Bansal,4.0,23,2,0,12,12.0,RCB,New Wanderers Stadium,2009-05-24,2009
90,Anil Kumble,4.0,23,2,0,12,12.0,DEC,Supersport Park,2009-05-21,2009
91,Ishant Sharma,4.0,23,0,0,12,0.0,DEC,New Wanderers Stadium,2009-05-16,2009
92,Ishant Sharma,4.0,23,0,0,12,0.0,DEC,New Wanderers Stadium,2009-05-16,2009
93,Shadab Jakati,4.0,24,4,0,12,6.0,DC,New Wanderers Stadium,2009-05-02,2009
94,Dwayne Bravo,3.1,19,1,0,12,19.0,CSK,St George's Park,2009-05-16,2009
95,Lasith Malinga,4.0,24,1,0,12,24.0,DEC,Supersport Park,2009-05-06,2009
96,Harbhajan Singh,4.0,24,0,0,12,0.0,KKR,Buffalo Park,2009-05-01,2009
97,Jacques Kallis,4.0,24,0,0,12,0.0,DEC,New Wanderers Stadium,2009-05-24,2009
98,Jesse Ryder,4.0,24,0,0,12,0.0,PBKS,Kingsmead,2009-05-01,2009
99,Anil Kumble,4.0,25,2,0,12,12.0,PBKS,Kingsmead,2009-05-01,2009
100,Dwayne Bravo,4.0,27,1,0,12,24.0,RCB,St George's Park,2009-05-10,2009
101,Yusuf Pathan,4.0,27,0,0,12,0.0,KKR,Newlands,2009-04-23,2009
102,Piyush Chawla,4.0,30,2,0,12,12.0,RR,Kingsmead,2009-05-05,2009
103,Ryan Harris,4.0,31,0,0,12,0.0,PBKS,New Wanderers Stadium,2009-05-17,2009
104,Dillon du Preez,4.0,32,3,1,12,8.0,MI,New Wanderers Stadium,2009-05-03,2009
105,Scott Styris,4.0,32,2,0,12,12.0,KKR,Newlands,2009-04-19,2009
106,Yusuf Abdulla,4.0,36,4,1,12,6.0,RCB,Kingsmead,2009-05-01,2009
107,Ravichandran Ashwin,4.0,13,2,0,11,12.0,PBKS,Kingsmead,2009-05-20,2009
108,Tirumalasetti Suman,4.0,14,2,0,11,12.0,MI,Supersport Park,2009-05-06,2009
109,Muttiah Muralitharan,3.0,11,2,0,11,9.0,DEC,Buffalo Park,2009-05-04,2009
110,JP Duminy,4.0,15,1,0,11,24.0,DC,Buffalo Park,2009-05-08,2009
111,RP Singh,4.0,16,1,0,11,24.0,RCB,New Wanderers Stadium,2009-05-24,2009
112,Suresh Raina,4.0,17,2,0,11,12.0,PBKS,Kingsmead,2009-05-20,2009
113,Muttiah Muralitharan,4.0,17,1,0,11,24.0,DEC,Kingsmead,2009-04-27,2009
114,Jacques Kallis,4.0,17,1,0,11,24.0,DC,New Wanderers Stadium,2009-05-19,2009
115,Piyush Chawla,4.0,19,1,0,11,24.0,RCB,Kingsmead,2009-04-24,2009
116,Piyush Chawla,4.0,20,0,0,11,0.0,DEC,New Wanderers Stadium,2009-05-17,2009
117,Amit Singh,3.3,19,1,0,11,21.0,KKR,Kingsmead,2009-05-20,2009
118,Ishant Sharma,4.0,23,2,0,11,12.0,KKR,New Wanderers Stadium,2009-05-10,2009
119,Ishant Sharma,4.0,23,2,0,11,12.0,DC,New Wanderers Stadium,2009-05-10,2009
120,Ramesh Powar,4.0,23,1,0,11,24.0,MI,Kingsmead,2009-04-29,2009
121,Jacques Kallis,4.0,23,0,0,11,0.0,MI,New Wanderers Stadium,2009-05-03,2009
122,Sudeep Tyagi,3.0,18,2,0,11,9.0,DC,New Wanderers Stadium,2009-05-02,2009
123,Dhawal Kulkarni,4.0,24,1,0,11,24.0,RCB,St George's Park,2009-05-10,2009
