POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
7,Morne Morkel,4.0,18,2,1,15,12.0,MI,Eden Gardens,2015-04-08,2015
8,Shahbaz Nadeem,4.0,18,0,1,15,0.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
9,Sandeep Sharma,4.0,25,4,1,15,6.0,KKR,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
10,Mitchell McClenaghan,4.0,25,3,0,15,8.0,CSK,Eden Gardens,2015-05-24,2015
11,Ashish Nehra,4.0,28,1,0,15,24.0,MI,Wankhede Stadium,2015-05-19,2015
12,Marchant de Lange,4.0,30,0,1,15,0.0,CSK,Chidambaram,2015-05-08,2015
13,Trent Boult,4.0,36,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,2015-04-13,2015
14,Ashish Nehra,4.0,10,4,0,14,6.0,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
15,Sandeep Sharma,4.0,12,1,1,14,24.0,MI,Wankhede Stadium,2015-04-12,2015
16,Ravichandran Ashwin,4.0,14,2,0,14,12.0,PBKS,Chidambaram,2015-04-25,2015
17,Ravichandran Ashwin,4.0,14,1,0,14,24.0,PBKS,IS Bindra Stadium,2015-05-16,2015
18,Mitchell Starc,4.0,15,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,2015-05-06,2015
19,Trent Boult,4.0,19,3,0,14,8.0,PBKS,IS Bindra Stadium,2015-04-27,2015
20,Chris Morris,4.0,19,1,0,14,24.0,CSK,Narendra Modi Stadium,2015-04-19,2015
21,Mitchell Starc,4.0,20,3,0,14,8.0,DC,Arun Jaitley Stadium,2015-04-26,2015
22,Amit Mishra,4.0,20,1,0,14,24.0,KKR,Eden Gardens,2015-05-07,2015
23,Ishwar Pandey,4.0,21,1,0,14,24.0,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
24,Chris Morris,4.0,21,0,0,14,0.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
25,Mohit Sharma,4.0,22,1,0,14,24.0,KKR,Eden Gardens,2015-04-30,2015
26,Shane Watson,4.0,25,1,1,14,24.0,DC,Brabourne Stadium,2015-05-03,2015
27,Sreenath Aravind,4.0,27,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,2015-05-06,2015
28,Ishwar Pandey,4.0,27,2,1,14,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
29,Ashish Nehra,4.0,28,3,0,14,8.0,RCB,JSCA Stadium,2015-05-22,2015
30,Ishwar Pandey,4.0,28,2,0,14,12.0,RCB,Chidambaram,2015-05-04,2015
31,Morne Morkel,4.0,30,2,0,14,12.0,DC,Arun Jaitley Stadium,2015-04-20,2015
32,Mitchell Johnson,4.0,34,2,0,14,12.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
33,Sandeep Sharma,4.0,35,1,1,14,24.0,SRH,IS Bindra Stadium,2015-04-27,2015
34,Dhawal Kulkarni,3.0,9,2,1,13,9.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
35,Mitchell McClenaghan,4.0,16,3,0,13,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
36,Zaheer Khan,4.0,17,2,0,13,12.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
37,Nathan Coulter-Nile,3.0,14,0,0,13,0.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
38,Sunil Narine,4.0,19,4,0,13,6.0,PBKS,Eden Gardens,2015-05-09,2015
39,Ashish Nehra,4.0,19,3,0,13,8.0,RCB,Chidambaram,2015-05-04,2015
40,Harshal Patel,4.0,19,2,0,13,12.0,CSK,Chidambaram,2015-05-04,2015
41,Nathan Coulter-Nile,4.0,20,4,0,13,6.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
42,Mitchell McClenaghan,4.0,20,3,0,13,8.0,SRH,Wankhede Stadium,2015-04-25,2015
43,Sreenath Aravind,4.0,20,2,0,13,12.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
44,Piyush Chawla,4.0,21,1,0,13,24.0,CSK,Eden Gardens,2015-04-30,2015
45,Imran Tahir,4.0,22,3,0,13,8.0,MI,Arun Jaitley Stadium,2015-04-23,2015
46,Mitchell Starc,4.0,22,3,0,13,8.0,RR,Narendra Modi Stadium,2015-04-24,2015
47,Mitchell Starc,4.0,22,1,0,13,24.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
48,Lasith Malinga,4.0,23,4,1,13,6.0,SRH,Wankhede Stadium,2015-04-25,2015
49,Ashish Nehra,4.0,23,3,0,13,8.0,MI,Wankhede Stadium,2015-04-17,2015
50,Mitchell Starc,4.0,24,3,1,13,8.0,CSK,Chidambaram,2015-05-04,2015
51,Varun Aaron,4.0,24,2,0,13,12.0,DC,Arun Jaitley Stadium,2015-04-26,2015
52,Andre Russell,4.0,24,1,0,13,24.0,DC,Eden Gardens,2015-05-07,2015
53,Ravichandran Ashwin,4.0,24,0,0,13,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
54,Bhuvneshwar Kumar,4.0,26,3,0,13,8.0,MI,Wankhede Stadium,2015-04-25,2015
55,Harbhajan Singh,4.0,27,3,0,13,8.0,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
56,Brad Hogg,4.0,29,4,0,13,6.0,CSK,Eden Gardens,2015-04-30,2015
57,Zaheer Khan,4.0,31,0,0,13,0.0,RR,Brabourne Stadium,2015-05-03,2015
58,Tim Southee,4.0,36,2,0,13,12.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
59,Mitchell McClenaghan,4.0,38,2,0,13,12.0,DC,Arun Jaitley Stadium,2015-04-23,2015
60,Anureet Singh,4.0,41,2,0,13,12.0,MI,Wankhede Stadium,2015-04-12,2015
61,Mohit Sharma,3.0,10,1,0,12,18.0,PBKS,Chidambaram,2015-04-25,2015
62,Sandeep Sharma,3.0,10,0,0,12,0.0,DC,Arun Jaitley Stadium,2015-05-01,2015
63,Lasith Malinga,4.0,17,2,0,12,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
64,Iqbal Abdulla,4.0,17,1,1,12,24.0,DC,Arun Jaitley Stadium,2015-04-26,2015
65,Ravi Bopara,4.0,18,2,0,12,12.0,RR,ACA-VDCA Stadium,2015-04-16,2015
66,Dwayne Bravo,3.4,17,2,0,12,11.0,RCB,Chidambaram,2015-05-04,2015
67,Chris Morris,4.0,19,3,0,12,8.0,CSK,Chidambaram,2015-05-10,2015
68,Moises Henriques,4.0,20,2,0,12,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
69,Pravin Tambe,4.0,21,2,0,12,12.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
70,Shakib Al Hasan,4.0,22,2,0,12,12.0,MI,Wankhede Stadium,2015-05-14,2015
71,Ashish Nehra,3.0,17,1,0,12,18.0,PBKS,IS Bindra Stadium,2015-05-16,2015
72,Anureet Singh,4.0,23,3,0,12,8.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
73,Domnic Joseph,3.0,18,2,0,12,9.0,KKR,Arun Jaitley Stadium,2015-04-20,2015
74,Mitchell Starc,4.0,24,1,0,12,24.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
75,Ashish Nehra,4.0,25,3,0,12,8.0,DC,Chidambaram,2015-04-09,2015
76,Nathan Coulter-Nile,4.0,25,2,0,12,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
77,Pat Cummins,4.0,25,0,0,12,0.0,CSK,Chidambaram,2015-04-28,2015
78,Dhawal Kulkarni,4.0,28,2,0,12,12.0,RCB,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
79,Umesh Yadav,4.0,29,0,0,12,0.0,DC,Eden Gardens,2015-05-07,2015
80,Ishwar Pandey,3.0,22,1,1,12,18.0,MI,Wankhede Stadium,2015-04-17,2015
81,Nathan Coulter-Nile,4.0,30,2,1,12,12.0,MI,Wankhede Stadium,2015-05-05,2015
82,Sandeep Sharma,4.0,30,1,0,12,24.0,DC,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
83,Bhuvneshwar Kumar,4.0,31,0,0,12,0.0,CSK,Chidambaram,2015-04-11,2015
84,Stuart Binny,4.0,32,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2015-04-29,2015
85,Anureet Singh,4.0,33,2,0,12,12.0,DC,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
86,Chris Morris,4.0,34,1,0,12,24.0,MI,Narendra Modi Stadium,2015-04-14,2015
87,Lasith Malinga,4.0,35,1,1,12,24.0,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
88,Mitchell McClenaghan,4.0,43,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
89,Varun Aaron,4.0,50,0,0,12,0.0,MI,M. Chinnaswamy Stadium,2015-04-19,2015
90,Ravindra Jadeja,4.0,11,4,0,11,6.0,RR,Chidambaram,2015-05-10,2015
91,Karn Sharma,3.0,12,2,0,11,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
92,Sunil Narine,4.0,17,1,0,11,24.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
93,Vinay Kumar,3.0,13,1,0,11,18.0,RR,Narendra Modi Stadium,2015-04-14,2015
94,Umesh Yadav,4.0,18,2,0,11,12.0,DC,Arun Jaitley Stadium,2015-04-20,2015
95,Sandeep Sharma,4.0,19,1,1,11,24.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
96,Bhuvneshwar Kumar,4.0,20,1,0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
97,Bhuvneshwar Kumar,4.0,23,2,0,11,12.0,PBKS,IS Bindra Stadium,2015-04-27,2015
98,Lasith Malinga,4.0,23,1,0,11,24.0,DC,Arun Jaitley Stadium,2015-04-23,2015
99,Mohit Sharma,4.0,25,3,0,11,8.0,RR,Chidambaram,2015-05-10,2015
100,Dwayne Bravo,4.0,25,3,0,11,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
101,James Faulkner,4.0,26,3,0,11,8.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
102,Andre Russell,4.0,26,2,0,11,12.0,CSK,Chidambaram,2015-04-28,2015
103,James Faulkner,4.0,26,1,0,11,24.0,CSK,Narendra Modi Stadium,2015-04-19,2015
104,Morne Morkel,4.0,27,2,0,11,12.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
105,Lasith Malinga,4.0,27,1,1,11,24.0,RCB,Wankhede Stadium,2015-05-10,2015
106,Morne Morkel,4.0,27,1,0,11,24.0,MI,Wankhede Stadium,2015-05-14,2015
107,Lasith Malinga,4.0,27,0,0,11,0.0,KKR,Eden Gardens,2015-04-08,2015
108,Yuzvendra Chahal,4.0,28,2,0,11,12.0,MI,M. Chinnaswamy Stadium,2015-04-19,2015
109,Harshal Patel,4.0,28,1,0,11,24.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
110,Nathan Coulter-Nile,4.0,30,3,0,11,8.0,CSK,Chidambaram,2015-04-09,2015
111,Bhuvneshwar Kumar,3.5,30,2,0,11,11.5,RCB,M. Chinnaswamy Stadium,2015-04-13,2015
112,Pravin Tambe,4.0,32,1,0,11,24.0,SRH,Brabourne Stadium,2015-05-07,2015
113,Sandeep Sharma,4.0,32,0,0,11,0.0,CSK,Chidambaram,2015-04-25,2015
114,Umesh Yadav,4.0,33,3,0,11,8.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
115,Lasith Malinga,4.0,33,2,0,11,12.0,DC,Wankhede Stadium,2015-05-05,2015
116,Trent Boult,4.0,34,1,0,11,24.0,CSK,Chidambaram,2015-04-11,2015
117,Praveen Kumar,4.0,34,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2015-04-13,2015
118,Pawan Negi,4.0,34,0,0,11,0.0,MI,Chidambaram,2015-05-08,2015
119,Morne Morkel,4.0,35,1,0,11,24.0,RCB,Eden Gardens,2015-04-11,2015
120,Dhawal Kulkarni,4.0,36,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2015-04-29,2015
121,Nathan Coulter-Nile,4.0,36,1,0,11,24.0,MI,Arun Jaitley Stadium,2015-04-23,2015
122,Umesh Yadav,4.0,36,0,0,11,0.0,CSK,Chidambaram,2015-04-28,2015
123,Harbhajan Singh,4.0,36,0,0,11,0.0,SRH,Wankhede Stadium,2015-04-25,2015
124,Ashish Nehra,4.0,36,0,0,11,0.0,KKR,Eden Gardens,2015-04-30,2015
125,Shane Watson,4.0,38,2,0,11,12.0,KKR,Brabourne Stadium,2015-05-16,2015
126,Yuzvendra Chahal,4.0,40,3,0,11,8.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
127,Abu Nechim,4.0,41,0,0,11,0.0,SRH,M. Chinnaswamy Stadium,2015-04-13,2015
128,Mitchell Johnson,4.0,43,0,0,11,0.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
129,Tim Southee,4.0,46,1,0,11,24.0,MI,Narendra Modi Stadium,2015-04-14,2015
130,Ravindra Jadeja,3.0,11,0,0,10,0.0,KKR,Chidambaram,2015-04-28,2015
131,JP Duminy,4.0,15,1,0,10,24.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
132,Moises Henriques,4.0,16,3,0,10,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
133,Brad Hogg,4.0,17,2,0,10,12.0,SRH,Eden Gardens,2015-05-04,2015
134,Jayant Yadav,4.0,19,1,0,10,24.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
135,Dhawal Kulkarni,3.0,15,1,0,10,18.0,MI,Narendra Modi Stadium,2015-04-14,2015
136,Amit Mishra,4.0,21,1,0,10,24.0,CSK,Chidambaram,2015-04-09,2015
137,Jagadeesha Suchith,4.0,21,1,0,10,24.0,CSK,Chidambaram,2015-05-08,2015
138,Bhuvneshwar Kumar,3.0,16,0,0,10,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
139,James Faulkner,4.0,22,2,0,10,12.0,DC,Brabourne Stadium,2015-05-03,2015
140,Chris Morris,4.0,23,4,0,10,6.0,KKR,Brabourne Stadium,2015-05-16,2015
141,Vinay Kumar,3.3,21,0,0,10,0.0,KKR,Eden Gardens,2015-04-08,2015
142,Pawan Negi,4.0,25,2,0,10,12.0,PBKS,IS Bindra Stadium,2015-05-16,2015
143,Lasith Malinga,4.0,25,2,0,10,12.0,CSK,Eden Gardens,2015-05-24,2015
144,Sandeep Sharma,4.0,25,1,0,10,24.0,RR,Narendra Modi Stadium,2015-04-21,2015
145,Nathan Coulter-Nile,4.0,26,1,0,10,24.0,SRH,ACA-VDCA Stadium,2015-04-18,2015
146,Dale Steyn,4.0,27,1,0,10,24.0,DC,ACA-VDCA Stadium,2015-04-18,2015
147,Harshal Patel,3.5,26,1,0,10,23.0,CSK,JSCA Stadium,2015-05-22,2015
148,Iqbal Abdulla,4.0,28,1,0,10,24.0,RR,Narendra Modi Stadium,2015-04-24,2015
149,Dhawal Kulkarni,3.0,21,1,0,10,18.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
150,Sunil Narine,4.0,28,0,0,10,0.0,MI,Eden Gardens,2015-04-08,2015
1,Dwayne Smith,4.0,8,4,0,18,6.0,KKR,Green Park,2016-05-19,2016
2,Mustafizur Rahman,4.0,9,2,1,17,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
3,Rajat Bhatia,4.0,10,1,1,17,24.0,MI,Wankhede Stadium,2016-04-09,2016
4,Zaheer Khan,4.0,14,1,1,17,24.0,PBKS,Arun Jaitley Stadium,2016-04-15,2016
5,Sandeep Sharma,4.0,11,2,0,16,12.0,MI,ACA-VDCA Stadium,2016-05-13,2016
6,Dhawal Kulkarni,4.0,17,2,1,16,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
7,Brad Hogg,4.0,19,3,1,16,8.0,DC,Eden Gardens,2016-04-10,2016
8,Dhawal Kulkarni,4.0,19,2,1,16,12.0,MI,Wankhede Stadium,2016-04-16,2016
9,Piyush Chawla,4.0,21,2,0,16,12.0,DC,Eden Gardens,2016-04-10,2016
10,Mitchell Marsh,4.0,14,2,0,15,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
11,Ashok Dinda,4.0,23,3,1,15,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
12,Praveen Kumar,4.0,24,2,0,15,12.0,MI,Green Park,2016-05-21,2016
13,Mohit Sharma,4.0,26,2,0,15,12.0,MI,ACA-VDCA Stadium,2016-05-13,2016
14,Ravichandran Ashwin,4.0,16,1,0,14,24.0,SRH,ACA-VDCA Stadium,2016-05-10,2016
15,Mustafizur Rahman,4.0,17,2,0,14,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
16,Bhuvneshwar Kumar,4.0,17,1,0,14,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2016-04-18,2016
17,Dhawal Kulkarni,4.0,19,3,1,14,8.0,DC,Arun Jaitley Stadium,2016-04-27,2016
18,Praveen Kumar,4.0,19,2,1,14,12.0,KKR,Eden Gardens,2016-05-08,2016
19,Ashok Dinda,4.0,20,3,1,14,8.0,DC,ACA-VDCA Stadium,2016-05-17,2016
20,Mitchell McClenaghan,4.0,26,0,0,14,0.0,DC,ACA-VDCA Stadium,2016-05-15,2016
21,Ishant Sharma,4.0,36,2,0,14,12.0,MI,Wankhede Stadium,2016-04-09,2016
22,John Hastings,2.4,6,2,1,13,8.0,DC,Eden Gardens,2016-04-10,2016
23,Sunil Narine,3.4,10,0,0,13,0.0,RPS,Eden Gardens,2016-05-14,2016
24,Dhawal Kulkarni,4.0,14,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,2016-05-24,2016
25,Amit Mishra,3.0,11,4,0,13,4.5,PBKS,Arun Jaitley Stadium,2016-04-15,2016
26,Murugan Ashwin,4.0,16,1,0,13,24.0,MI,Wankhede Stadium,2016-04-09,2016
27,Ravindra Jadeja,4.0,18,2,0,13,12.0,RPS,Saurashtra Cricket Association Stadium,2016-04-14,2016
28,Yuzvendra Chahal,4.0,19,3,0,13,8.0,GL,M. Chinnaswamy Stadium,2016-05-14,2016
29,Andre Russell,4.0,20,4,0,13,6.0,PBKS,Eden Gardens,2016-05-04,2016
30,Sandeep Sharma,4.0,20,1,0,13,24.0,MI,IS Bindra Stadium,2016-04-25,2016
31,Barinder Sran,3.3,18,2,0,13,10.5,MI,ACA-VDCA Stadium,2016-05-08,2016
32,Mitchell Marsh,4.0,21,2,0,13,12.0,MI,Wankhede Stadium,2016-04-09,2016
33,Piyush Chawla,4.0,21,2,0,13,12.0,RPS,Eden Gardens,2016-05-14,2016
34,Chris Morris,4.0,21,0,0,13,0.0,KKR,Eden Gardens,2016-04-10,2016
35,Tim Southee,4.0,22,1,0,13,24.0,PBKS,ACA-VDCA Stadium,2016-05-13,2016
36,Ashish Nehra,4.0,23,0,1,13,0.0,GL,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
37,Ravichandran Ashwin,4.0,26,0,0,13,0.0,GL,Saurashtra Cricket Association Stadium,2016-04-14,2016
38,Shane Watson,4.0,29,4,0,13,6.0,GL,M. Chinnaswamy Stadium,2016-05-24,2016
39,Harbhajan Singh,4.0,29,2,0,13,12.0,SRH,ACA-VDCA Stadium,2016-05-08,2016
40,Nathan Coulter-Nile,4.0,32,0,0,13,0.0,KKR,Eden Gardens,2016-04-10,2016
41,Jasprit Bumrah,4.0,13,3,0,12,8.0,DC,ACA-VDCA Stadium,2016-05-15,2016
42,Praveen Kumar,4.0,13,0,0,12,0.0,DC,Arun Jaitley Stadium,2016-04-27,2016
43,Shadab Jakati,3.0,13,1,0,12,18.0,MI,Wankhede Stadium,2016-04-16,2016
44,Chris Morris,4.0,19,1,0,12,24.0,PBKS,Arun Jaitley Stadium,2016-04-15,2016
45,Ashish Nehra,3.0,15,3,0,12,6.0,MI,ACA-VDCA Stadium,2016-05-08,2016
46,Bhuvneshwar Kumar,4.0,20,1,1,12,24.0,RPS,ACA-VDCA Stadium,2016-05-10,2016
47,Axar Patel,4.0,21,4,0,12,6.0,GL,Saurashtra Cricket Association Stadium,2016-05-01,2016
48,Mohit Sharma,4.0,21,0,0,12,0.0,DC,IS Bindra Stadium,2016-05-07,2016
49,Jayant Yadav,4.0,23,1,0,12,24.0,PBKS,Arun Jaitley Stadium,2016-04-15,2016
50,Shane Watson,4.0,24,3,0,12,8.0,RPS,M. Chinnaswamy Stadium,2016-05-07,2016
51,Ashok Dinda,4.0,26,0,0,12,0.0,SRH,ACA-VDCA Stadium,2016-05-10,2016
52,Zaheer Khan,4.0,27,1,0,12,24.0,GL,Saurashtra Cricket Association Stadium,2016-05-03,2016
53,Mitchell McClenaghan,4.0,27,1,0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,2016-05-01,2016
54,Tim Southee,4.0,27,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2016-05-11,2016
55,Barinder Sran,4.0,28,3,0,12,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2016-04-18,2016
56,Ashish Nehra,4.0,29,3,0,12,8.0,RPS,ACA-VDCA Stadium,2016-05-10,2016
57,Sandeep Sharma,4.0,30,1,0,12,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
58,Zaheer Khan,4.0,30,1,0,12,24.0,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,2016-05-22,2016
59,Mitchell McClenaghan,4.0,31,2,0,12,12.0,DC,Arun Jaitley Stadium,2016-04-23,2016
60,Dhawal Kulkarni,4.0,34,1,0,12,24.0,KKR,Green Park,2016-05-19,2016
61,Ashok Dinda,4.0,34,1,0,12,24.0,DC,Arun Jaitley Stadium,2016-05-05,2016
62,Yuzvendra Chahal,4.0,43,2,0,12,12.0,SRH,M. Chinnaswamy Stadium,2016-04-12,2016
63,Ravichandran Ashwin,4.0,14,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
64,Marcus Stoinis,4.0,15,4,0,11,6.0,MI,ACA-VDCA Stadium,2016-05-13,2016
65,Krunal Pandya,4.0,15,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2016-05-11,2016
66,Kane Richardson,3.0,13,3,0,11,6.0,RPS,Maharashtra Cricket Association's International Stadium,2016-04-22,2016
67,Adam Zampa,4.0,19,6,0,11,4.0,SRH,ACA-VDCA Stadium,2016-05-10,2016
68,Mitchell McClenaghan,4.0,21,4,0,11,6.0,GL,Wankhede Stadium,2016-04-16,2016
69,Sunil Narine,4.0,22,2,0,11,12.0,MI,Wankhede Stadium,2016-04-28,2016
70,Shivil Kaushik,4.0,22,2,0,11,12.0,SRH,Arun Jaitley Stadium,2016-05-27,2016
71,Sandeep Sharma,4.0,23,2,0,11,12.0,RPS,IS Bindra Stadium,2016-04-17,2016
72,Andre Russell,4.0,24,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2016-05-02,2016
73,Mustafizur Rahman,4.0,24,1,0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2016-05-20,2016
74,Tim Southee,4.0,25,0,0,11,0.0,RCB,Wankhede Stadium,2016-04-20,2016
75,Andre Russell,4.0,26,3,0,11,8.0,DC,Arun Jaitley Stadium,2016-04-30,2016
76,Sunil Narine,4.0,26,3,0,11,8.0,SRH,Eden Gardens,2016-05-22,2016
77,Mustafizur Rahman,4.0,26,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2016-04-12,2016
78,Morne Morkel,4.0,27,2,0,11,12.0,PBKS,IS Bindra Stadium,2016-04-19,2016
79,Piyush Chawla,4.0,27,2,0,11,12.0,PBKS,Eden Gardens,2016-05-04,2016
80,Morne Morkel,4.0,27,1,0,11,24.0,PBKS,Eden Gardens,2016-05-04,2016
81,Kuldeep Yadav,4.0,28,2,0,11,12.0,SRH,Eden Gardens,2016-05-22,2016
82,Bhuvneshwar Kumar,4.0,28,2,1,11,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
83,Tim Southee,4.0,28,2,0,11,12.0,PBKS,IS Bindra Stadium,2016-04-25,2016
84,Ashish Nehra,3.0,21,1,0,11,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
85,Andre Russell,3.0,21,1,0,11,18.0,GL,Eden Gardens,2016-05-08,2016
86,Praveen Kumar,4.0,28,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
87,Sunil Narine,4.1,30,1,0,11,25.0,GL,Green Park,2016-05-19,2016
88,Sandeep Sharma,4.0,29,1,0,11,24.0,RPS,ACA-VDCA Stadium,2016-05-21,2016
89,Piyush Chawla,4.0,30,1,0,11,24.0,GL,Eden Gardens,2016-05-08,2016
90,Deepak Hooda,4.0,30,0,0,11,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
91,Morne Morkel,4.0,31,2,0,11,12.0,SRH,Arun Jaitley Stadium,2016-05-25,2016
92,Sandeep Sharma,4.0,31,1,0,11,24.0,GL,Saurashtra Cricket Association Stadium,2016-05-01,2016
93,Tim Southee,4.0,31,0,0,11,0.0,GL,Wankhede Stadium,2016-04-16,2016
94,Barinder Sran,4.0,31,0,0,11,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2016-04-16,2016
95,Bhuvneshwar Kumar,4.0,33,0,0,11,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2016-05-20,2016
96,Sunil Narine,4.0,34,1,0,11,24.0,RCB,Eden Gardens,2016-05-16,2016
97,Morne Morkel,4.0,35,2,0,11,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-16,2016
98,Sunil Narine,4.0,35,0,0,11,0.0,SRH,Arun Jaitley Stadium,2016-05-25,2016
99,KC Cariappa,4.0,36,0,0,11,0.0,MI,ACA-VDCA Stadium,2016-05-13,2016
100,Trent Boult,4.0,39,1,0,11,24.0,GL,Arun Jaitley Stadium,2016-05-27,2016
101,Chris Gayle,2.0,3,0,0,10,0.0,GL,M. Chinnaswamy Stadium,2016-05-14,2016
102,Pradeep Sahu,4.0,18,2,0,10,12.0,KKR,IS Bindra Stadium,2016-04-19,2016
103,Bhuvneshwar Kumar,4.0,19,3,0,10,8.0,KKR,Arun Jaitley Stadium,2016-05-25,2016
104,Mustafizur Rahman,4.0,19,1,0,10,24.0,GL,Saurashtra Cricket Association Stadium,2016-04-21,2016
105,Chris Morris,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-12,2016
106,Andre Russell,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-16,2016
107,Shivil Kaushik,4.0,20,3,0,10,8.0,PBKS,Saurashtra Cricket Association Stadium,2016-05-01,2016
108,Shane Watson,4.0,22,2,0,10,12.0,PBKS,IS Bindra Stadium,2016-05-09,2016
109,Bhuvneshwar Kumar,3.0,17,1,1,10,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
110,Sreenath Aravind,4.0,23,1,0,10,24.0,MI,M. Chinnaswamy Stadium,2016-05-11,2016
111,Zaheer Khan,4.0,23,1,0,10,24.0,MI,ACA-VDCA Stadium,2016-05-15,2016
