POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
62,Shaun Marsh,65,40,162.5,5,3,RR,Narendra Modi Stadium,2015-04-21,2015
63,Karn Sharma,32,20,160.0,0,3,KKR,Eden Gardens,2015-05-04,2015
64,JP Duminy,67,43,155.81,4,3,RCB,M. Chinnaswamy Stadium,2015-05-17,2015
65,Suresh Raina,23,15,153.33,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
66,Yusuf Pathan,29,19,152.63,1,3,PBKS,Eden Gardens,2015-05-09,2015
67,Lendl Simmons,68,45,151.11,8,3,CSK,Eden Gardens,2015-05-24,2015
68,Brendon McCullum,66,44,150.0,8,3,PBKS,Chidambaram,2015-04-25,2015
69,Ambati Rayudu,36,24,150.0,0,3,CSK,Eden Gardens,2015-05-24,2015
70,JP Duminy,56,39,143.58,3,3,RR,Brabourne Stadium,2015-05-03,2015
71,James Faulkner,46,33,139.39,2,3,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
72,Wriddhiman Saha,39,28,139.28,0,3,DC,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
73,Yuvraj Singh,54,39,138.46,5,3,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
74,Ravi Bopara,41,30,136.66,1,3,DC,ACA-VDCA Stadium,2015-04-18,2015
75,Shreyas Iyer,54,40,135.0,4,3,PBKS,Arun Jaitley Stadium,2015-05-01,2015
76,Virat Kohli,62,46,134.78,1,3,RR,Narendra Modi Stadium,2015-04-24,2015
77,Dwayne Smith,39,29,134.48,3,3,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
78,Corey Anderson,55,41,134.14,4,3,KKR,Eden Gardens,2015-04-08,2015
79,Shreyas Iyer,40,30,133.33,3,3,RR,Arun Jaitley Stadium,2015-04-12,2015
80,Corey Anderson,50,38,131.57,5,3,RR,Narendra Modi Stadium,2015-04-14,2015
81,Lendl Simmons,68,53,128.3,5,3,RCB,Wankhede Stadium,2015-05-10,2015
82,David Warner,53,42,126.19,1,3,CSK,Chidambaram,2015-04-11,2015
83,Rohit Sharma,46,37,124.32,2,3,DC,Wankhede Stadium,2015-05-05,2015
84,Ajinkya Rahane,47,39,120.51,2,3,DC,Arun Jaitley Stadium,2015-04-12,2015
85,JP Duminy,44,38,115.78,0,3,RR,Arun Jaitley Stadium,2015-04-12,2015
86,Manan Vohra,39,34,114.7,1,3,KKR,Eden Gardens,2015-05-09,2015
87,Chris Gayle,41,43,95.34,2,3,CSK,JSCA Stadium,2015-05-22,2015
88,Ambati Rayudu,14,4,350.0,0,2,RCB,Wankhede Stadium,2015-05-10,2015
89,David Miller,14,4,350.0,0,2,RCB,IS Bindra Stadium,2015-05-13,2015
90,Deepak Hooda,13,4,325.0,0,2,MI,Narendra Modi Stadium,2015-04-14,2015
91,Glenn Maxwell,15,5,300.0,0,2,DC,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
92,Mitchell McClenaghan,12,4,300.0,0,2,RCB,Wankhede Stadium,2015-05-10,2015
93,Mohit Sharma,21,7,300.0,1,2,MI,Eden Gardens,2015-05-24,2015
94,Ashish Reddy,22,8,275.0,1,2,PBKS,IS Bindra Stadium,2015-04-27,2015
95,Hardik Pandya,16,6,266.66,0,2,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
96,David Miller,27,11,245.45,2,2,KKR,Eden Gardens,2015-05-09,2015
97,Eoin Morgan,17,7,242.85,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
98,Andre Russell,41,17,241.17,6,2,RCB,Eden Gardens,2015-04-11,2015
99,Brendon McCullum,46,20,230.0,6,2,MI,Wankhede Stadium,2015-04-17,2015
100,Suryakumar Yadav,23,10,230.0,2,2,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
101,Naman Ojha,18,8,225.0,1,2,KKR,ACA-VDCA Stadium,2015-04-22,2015
102,AB de Villiers,28,13,215.38,3,2,KKR,Eden Gardens,2015-04-11,2015
103,Moises Henriques,19,9,211.11,1,2,CSK,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
104,Deepak Hooda,19,9,211.11,1,2,PBKS,Narendra Modi Stadium,2015-04-21,2015
105,Kieron Pollard,49,24,204.16,6,2,RCB,Wankhede Stadium,2015-05-10,2015
106,Saurabh Tiwary,28,14,200.0,1,2,RR,Brabourne Stadium,2015-05-03,2015
107,Dwayne Smith,26,13,200.0,3,2,PBKS,Chidambaram,2015-04-25,2015
108,Hardik Pandya,61,31,196.77,8,2,KKR,Wankhede Stadium,2015-05-14,2015
109,Rohit Sharma,50,26,192.3,6,2,CSK,Eden Gardens,2015-05-24,2015
110,Axar Patel,40,21,190.47,5,2,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
111,Andre Russell,19,10,190.0,1,2,SRH,ACA-VDCA Stadium,2015-04-22,2015
112,Karn Sharma,19,10,190.0,0,2,DC,ACA-VDCA Stadium,2015-04-18,2015
113,David Wiese,47,25,188.0,6,2,MI,M. Chinnaswamy Stadium,2015-04-19,2015
114,Kedar Jadhav,63,34,185.29,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
115,Andre Russell,37,20,185.0,4,2,RR,Brabourne Stadium,2015-05-16,2015
116,Andre Russell,66,36,183.33,9,2,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
117,Steve Smith,68,40,170.0,9,2,SRH,Brabourne Stadium,2015-05-07,2015
118,Ajinkya Rahane,37,22,168.18,3,2,KKR,Brabourne Stadium,2015-05-16,2015
119,AB de Villiers,46,28,164.28,5,2,SRH,M. Chinnaswamy Stadium,2015-04-13,2015
120,Jagadeesha Suchith,34,21,161.9,4,2,PBKS,Wankhede Stadium,2015-04-12,2015
121,Robin Uthappa,34,21,161.9,2,2,SRH,ACA-VDCA Stadium,2015-04-22,2015
122,MS Dhoni,29,18,161.11,2,2,RCB,Chidambaram,2015-05-04,2015
123,Karun Nair,61,38,160.52,6,2,DC,Brabourne Stadium,2015-05-03,2015
124,Yuvraj Singh,27,17,158.82,0,2,RR,Arun Jaitley Stadium,2015-04-12,2015
125,Mandeep Singh,54,34,158.82,7,2,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
126,James Faulkner,30,19,157.89,2,2,SRH,Brabourne Stadium,2015-05-07,2015
127,Unmukt Chand,58,37,156.75,8,2,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
128,MS Dhoni,25,16,156.25,2,2,PBKS,IS Bindra Stadium,2015-05-16,2015
129,Shikhar Dhawan,54,35,154.28,6,2,RR,Brabourne Stadium,2015-05-07,2015
130,Sanju Samson,26,17,152.94,1,2,CSK,Chidambaram,2015-05-10,2015
131,MS Dhoni,41,27,151.85,2,2,PBKS,Chidambaram,2015-04-25,2015
132,Suresh Raina,43,29,148.27,4,2,MI,Wankhede Stadium,2015-04-17,2015
133,JP Duminy,28,19,147.36,3,2,MI,Wankhede Stadium,2015-05-05,2015
134,Ravi Bopara,22,15,146.66,0,2,CSK,Chidambaram,2015-04-11,2015
135,Mayank Agarwal,68,48,141.66,7,2,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
136,Yusuf Pathan,52,37,140.54,5,2,MI,Wankhede Stadium,2015-05-14,2015
137,AB de Villiers,14,10,140.0,0,2,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
138,Ajinkya Rahane,76,55,138.18,6,2,CSK,Narendra Modi Stadium,2015-04-19,2015
139,Dwayne Smith,40,29,137.93,3,2,RR,Narendra Modi Stadium,2015-04-19,2015
140,Ajinkya Rahane,74,54,137.03,6,2,PBKS,Narendra Modi Stadium,2015-04-21,2015
141,Ryan ten Doeschate,38,28,135.71,3,2,CSK,Chidambaram,2015-04-28,2015
142,Lendl Simmons,59,44,134.09,9,2,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
143,George Bailey,60,45,133.33,5,2,KKR,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
144,Angelo Mathews,28,21,133.33,1,2,KKR,Arun Jaitley Stadium,2015-04-20,2015
145,Wriddhiman Saha,33,25,132.0,0,2,KKR,Eden Gardens,2015-05-09,2015
146,JP Duminy,54,41,131.7,5,2,SRH,ACA-VDCA Stadium,2015-04-18,2015
147,Yuvraj Singh,57,44,129.54,7,2,MI,Wankhede Stadium,2015-05-05,2015
148,Shane Watson,45,35,128.57,5,2,PBKS,Narendra Modi Stadium,2015-04-21,2015
149,Manish Pandey,33,26,126.92,1,2,SRH,Eden Gardens,2015-05-04,2015
150,Glenn Maxwell,33,26,126.92,2,2,KKR,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
1,AB de Villiers,129,52,248.07,10,12,GL,M. Chinnaswamy Stadium,2016-05-14,2016
2,Chris Morris,82,32,256.25,4,8,GL,Arun Jaitley Stadium,2016-04-27,2016
3,Chris Gayle,73,32,228.12,4,8,PBKS,M. Chinnaswamy Stadium,2016-05-18,2016
4,Virat Kohli,113,50,226.0,12,8,PBKS,M. Chinnaswamy Stadium,2016-05-18,2016
5,Chris Gayle,76,38,200.0,4,8,SRH,M. Chinnaswamy Stadium,2016-05-29,2016
6,Virat Kohli,109,55,198.18,5,8,GL,M. Chinnaswamy Stadium,2016-05-14,2016
7,Virat Kohli,108,58,186.2,8,7,RPS,M. Chinnaswamy Stadium,2016-05-07,2016
8,Kieron Pollard,51,17,300.0,2,6,KKR,Wankhede Stadium,2016-04-28,2016
9,Krunal Pandya,86,37,232.43,7,6,DC,ACA-VDCA Stadium,2016-05-15,2016
10,AB de Villiers,82,42,195.23,7,6,SRH,M. Chinnaswamy Stadium,2016-04-12,2016
11,Dwayne Smith,73,41,178.04,5,6,RCB,M. Chinnaswamy Stadium,2016-05-24,2016
12,David Warner,58,25,232.0,4,5,RCB,M. Chinnaswamy Stadium,2016-04-12,2016
13,MS Dhoni,64,32,200.0,4,5,PBKS,ACA-VDCA Stadium,2016-05-21,2016
14,Steve Smith,101,54,187.03,8,5,GL,Maharashtra Cricket Association's International Stadium,2016-04-29,2016
15,David Warner,92,50,184.0,9,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,2016-04-30,2016
16,AB de Villiers,79,47,168.08,5,5,GL,M. Chinnaswamy Stadium,2016-05-24,2016
17,Ben Cutting,39,15,260.0,3,4,RCB,M. Chinnaswamy Stadium,2016-05-29,2016
18,Andre Russell,36,17,211.76,1,4,MI,Eden Gardens,2016-04-13,2016
19,Nitish Rana,70,36,194.44,7,4,GL,Green Park,2016-05-21,2016
20,AB de Villiers,83,46,180.43,6,4,RPS,Maharashtra Cricket Association's International Stadium,2016-04-22,2016
21,Ambati Rayudu,65,37,175.67,4,4,PBKS,IS Bindra Stadium,2016-04-25,2016
22,Andre Russell,39,24,162.5,1,4,RCB,M. Chinnaswamy Stadium,2016-05-02,2016
23,Glenn Maxwell,68,42,161.9,6,4,KKR,Eden Gardens,2016-05-04,2016
24,Faf du Plessis,69,43,160.46,5,4,GL,Saurashtra Cricket Association Stadium,2016-04-14,2016
25,Chris Gayle,49,31,158.06,5,4,KKR,Eden Gardens,2016-05-16,2016
26,David Warner,90,59,152.54,7,4,MI,Rajiv Gandhi Intl. Cricket Stadium,2016-04-18,2016
27,Shakib Al Hasan,66,49,134.69,4,4,GL,Eden Gardens,2016-05-08,2016
28,KL Rahul,68,53,128.3,3,4,MI,M. Chinnaswamy Stadium,2016-05-11,2016
29,Carlos Brathwaite,34,11,309.09,3,3,KKR,Arun Jaitley Stadium,2016-04-30,2016
30,Jos Buttler,29,11,263.63,1,3,RCB,M. Chinnaswamy Stadium,2016-05-11,2016
31,Thisara Perera,34,13,261.53,3,3,RCB,Maharashtra Cricket Association's International Stadium,2016-04-22,2016
32,Carlos Brathwaite,20,8,250.0,0,3,RPS,Arun Jaitley Stadium,2016-05-05,2016
33,Mitchell McClenaghan,20,8,250.0,0,3,KKR,Eden Gardens,2016-04-13,2016
34,Bipul Sharma,27,11,245.45,0,3,GL,Arun Jaitley Stadium,2016-05-27,2016
35,Shane Watson,19,8,237.5,0,3,SRH,M. Chinnaswamy Stadium,2016-04-12,2016
36,Moises Henriques,31,14,221.42,1,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,2016-04-30,2016
37,Quinton de Kock,108,51,211.76,15,3,RCB,M. Chinnaswamy Stadium,2016-04-17,2016
38,Axar Patel,36,17,211.76,1,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
39,Yusuf Pathan,60,29,206.89,6,3,RCB,M. Chinnaswamy Stadium,2016-05-02,2016
40,Yusuf Pathan,37,18,205.55,4,3,RPS,Eden Gardens,2016-05-14,2016
41,Kieron Pollard,39,19,205.26,4,3,RCB,Wankhede Stadium,2016-04-20,2016
42,Andre Russell,39,19,205.26,2,3,RCB,Eden Gardens,2016-05-16,2016
43,Steve Smith,45,23,195.65,4,3,MI,Maharashtra Cricket Association's International Stadium,2016-05-01,2016
44,David Warner,59,31,190.32,7,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
45,AB de Villiers,59,31,190.32,5,3,KKR,Eden Gardens,2016-05-16,2016
46,Jos Buttler,41,22,186.36,3,3,KKR,Eden Gardens,2016-04-13,2016
47,David Warner,69,38,181.57,8,3,RCB,M. Chinnaswamy Stadium,2016-05-29,2016
48,Manish Pandey,52,29,179.31,3,3,MI,Eden Gardens,2016-04-13,2016
49,Ashish Reddy,32,18,177.77,2,3,RCB,M. Chinnaswamy Stadium,2016-04-12,2016
50,Dwayne Smith,53,30,176.66,5,3,DC,Arun Jaitley Stadium,2016-04-27,2016
51,Krunal Pandya,49,28,175.0,3,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-18,2016
52,Yuvraj Singh,42,24,175.0,3,3,PBKS,IS Bindra Stadium,2016-05-15,2016
53,Shane Watson,33,19,173.68,2,3,DC,M. Chinnaswamy Stadium,2016-04-17,2016
54,Gurkeerat Mann Singh,51,30,170.0,3,3,RPS,ACA-VDCA Stadium,2016-05-21,2016
55,Shikhar Dhawan,51,30,170.0,4,3,KKR,Eden Gardens,2016-05-22,2016
56,Brendon McCullum,60,36,166.66,6,3,DC,Arun Jaitley Stadium,2016-04-27,2016
57,Virat Kohli,79,48,164.58,7,3,DC,M. Chinnaswamy Stadium,2016-04-17,2016
58,David Warner,93,58,160.34,11,3,GL,Arun Jaitley Stadium,2016-05-27,2016
59,Manish Pandey,48,30,160.0,2,3,SRH,Eden Gardens,2016-05-22,2016
60,Brendon McCullum,49,31,158.06,3,3,RPS,Saurashtra Cricket Association Stadium,2016-04-14,2016
61,Ajinkya Rahane,66,42,157.14,7,3,MI,Wankhede Stadium,2016-04-09,2016
62,Rishabh Pant,39,26,150.0,2,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-12,2016
