POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year
147,Dimitri Mascarenhas,4.0,29,1,24.0,KKR,Newlands,2009-04-23,2009
148,Shadab Jakati,4.0,29,1,24.0,RCB,New Wanderers Stadium,2009-05-23,2009
149,Ashok Dinda,4.0,29,1,24.0,CSK,Supersport Park,2009-05-18,2009
150,Roelof van der Merwe,4.0,29,1,24.0,CSK,Kingsmead,2009-05-14,2009
1,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,2010-04-03,2010
2,Pankaj Singh,4.0,54,0,0.0,MI,M. Chinnaswamy Stadium,2010-04-17,2010
3,Shaun Tait,4.0,53,1,24.0,DC,Arun Jaitley Stadium,2010-03-31,2010
4,Muttiah Muralitharan,4.0,52,1,24.0,RR,Chidambaram,2010-04-03,2010
5,Shanthakumaran Sreesanth,4.0,51,0,0.0,DEC,Barabati Stadium,2010-03-19,2010
6,RP Singh,4.0,51,1,24.0,PBKS,HPCA Stadium,2010-04-16,2010
7,Rajagopal Sathish,3.0,51,1,18.0,RR,Brabourne Stadium,2010-03-13,2010
8,MF Maharoof,4.0,50,2,12.0,MI,Arun Jaitley Stadium,2010-03-17,2010
9,Shalabh Srivastava,4.0,49,1,24.0,RR,IS Bindra Stadium,2010-03-24,2010
10,Lakshmipathy Balaji,4.0,49,1,24.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
11,Sumit Narwal,3.0,49,0,0.0,CSK,Narendra Modi Stadium,2010-03-28,2010
12,Brett Lee,4.0,48,0,0.0,RCB,IS Bindra Stadium,2010-04-02,2010
13,Kemar Roach,4.0,48,0,0.0,KKR,Eden Gardens,2010-04-01,2010
14,Albie Morkel,4.0,48,1,24.0,PBKS,HPCA Stadium,2010-04-18,2010
15,Lakshmipathy Balaji,4.0,47,1,24.0,MI,Brabourne Stadium,2010-03-25,2010
16,Muttiah Muralitharan,4.0,47,1,24.0,KKR,Chidambaram,2010-04-13,2010
17,Shane Watson,4.0,47,2,12.0,CSK,Chidambaram,2010-04-03,2010
18,Ishant Sharma,4.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
19,Pradeep Sangwan,4.0,46,0,0.0,CSK,Arun Jaitley Stadium,2010-03-19,2010
20,Ali Murtaza,4.0,46,1,24.0,RR,Brabourne Stadium,2010-03-13,2010
21,Shaun Tait,4.0,46,1,24.0,MI,Brabourne Stadium,2010-03-13,2010
22,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,2010-03-28,2010
23,Sudeep Tyagi,4.0,45,0,0.0,RR,Chidambaram,2010-04-03,2010
24,Zaheer Khan,4.0,45,0,0.0,CSK,Brabourne Stadium,2010-03-25,2010
25,Irfan Pathan,4.0,45,0,0.0,RR,IS Bindra Stadium,2010-03-24,2010
26,Praveen Kumar,4.0,45,0,0.0,DC,M. Chinnaswamy Stadium,2010-03-25,2010
27,Jacques Kallis,4.0,45,1,24.0,PBKS,IS Bindra Stadium,2010-04-02,2010
28,Kieron Pollard,4.0,45,1,24.0,CSK,DY Patil Stadium,2010-04-25,2010
29,Shaun Tait,4.0,44,0,0.0,CSK,Chidambaram,2010-04-03,2010
30,Yusuf Pathan,4.0,44,0,0.0,CSK,Chidambaram,2010-04-03,2010
31,Ajantha Mendis,4.0,44,0,0.0,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
32,Amit Mishra,4.0,44,1,24.0,MI,Arun Jaitley Stadium,2010-03-17,2010
33,Sarabjit Ladda,4.0,44,2,12.0,MI,Arun Jaitley Stadium,2010-03-17,2010
34,Shadab Jakati,4.0,44,2,12.0,DEC,DY Patil Stadium,2010-04-22,2010
35,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,2010-04-21,2010
36,Ishant Sharma,4.0,44,2,12.0,MI,Brabourne Stadium,2010-03-22,2010
37,Irfan Pathan,3.4,44,0,0.0,CSK,HPCA Stadium,2010-04-18,2010
38,Ryan McLaren,4.0,43,0,0.0,RR,Brabourne Stadium,2010-03-13,2010
39,Joginder Sharma,4.0,43,1,24.0,DC,Arun Jaitley Stadium,2010-03-19,2010
40,Juan Theron,4.0,43,1,24.0,CSK,HPCA Stadium,2010-04-18,2010
41,Praveen Kumar,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
42,RP Singh,4.0,43,1,24.0,PBKS,Barabati Stadium,2010-03-19,2010
43,Munaf Patel,4.0,43,1,24.0,PBKS,IS Bindra Stadium,2010-03-24,2010
44,Dale Steyn,4.0,43,2,12.0,MI,DY Patil Stadium,2010-04-21,2010
45,Angelo Mathews,3.0,43,0,0.0,DC,Eden Gardens,2010-04-07,2010
46,Ravi Bopara,3.0,43,1,18.0,KKR,Eden Gardens,2010-04-04,2010
47,Dwayne Bravo,4.0,42,0,0.0,CSK,Brabourne Stadium,2010-03-25,2010
48,Andrew McDonald,4.0,42,1,24.0,MI,Brabourne Stadium,2010-04-13,2010
49,Dale Steyn,4.0,42,1,24.0,DC,M. Chinnaswamy Stadium,2010-03-25,2010
50,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,2010-03-21,2010
51,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
52,Irfan Pathan,4.0,42,2,12.0,KKR,IS Bindra Stadium,2010-03-27,2010
53,Andrew McDonald,4.0,42,2,12.0,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
54,Praveen Kumar,3.0,42,0,0.0,CSK,Chidambaram,2010-03-31,2010
55,Shane Warne,3.0,42,0,0.0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
56,Shanthakumaran Sreesanth,3.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
57,Albie Morkel,4.0,41,0,0.0,DEC,Chidambaram,2010-03-14,2010
58,Amit Mishra,4.0,41,0,0.0,KKR,Eden Gardens,2010-04-07,2010
59,Lasith Malinga,4.0,41,0,0.0,CSK,Brabourne Stadium,2010-03-25,2010
60,Murali Kartik,4.0,41,1,24.0,PBKS,Eden Gardens,2010-04-04,2010
61,Pradeep Sangwan,4.0,41,1,24.0,MI,Arun Jaitley Stadium,2010-03-17,2010
62,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,2010-03-13,2010
63,Harmeet Singh Bansal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,2010-04-18,2010
64,Jacques Kallis,4.0,41,2,12.0,MI,M. Chinnaswamy Stadium,2010-04-17,2010
65,Sumit Narwal,2.0,41,0,0.0,CSK,Chidambaram,2010-04-03,2010
66,Andrew Symonds,4.0,40,0,0.0,MI,DY Patil Stadium,2010-03-28,2010
67,Albie Morkel,4.0,40,0,0.0,RCB,Chidambaram,2010-03-31,2010
68,Anil Kumble,4.0,40,0,0.0,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
69,Jacques Kallis,4.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,2010-04-12,2010
70,Ravichandran Ashwin,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
71,Daniel Vettori,4.0,40,1,24.0,RCB,Arun Jaitley Stadium,2010-04-04,2010
72,Dhawal Kulkarni,4.0,40,1,24.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
73,Ravichandran Ashwin,4.0,40,1,24.0,DC,Arun Jaitley Stadium,2010-03-19,2010
74,Ryan Harris,4.0,40,1,24.0,MI,Brabourne Stadium,2010-04-03,2010
75,Vinay Kumar,4.0,40,4,6.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
76,Shanthakumaran Sreesanth,3.0,40,0,0.0,RR,Sawai Mansingh Stadium,2010-04-07,2010
77,Shane Watson,3.0,40,0,0.0,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
78,Pragyan Ojha,3.0,40,1,18.0,RR,Narendra Modi Stadium,2010-03-26,2010
79,Doug Bollinger,4.0,39,0,0.0,PBKS,HPCA Stadium,2010-04-18,2010
80,Brett Lee,4.0,39,0,0.0,KKR,IS Bindra Stadium,2010-03-27,2010
81,Doug Bollinger,4.0,39,1,24.0,MI,Chidambaram,2010-04-06,2010
82,Jacques Kallis,4.0,39,1,24.0,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
83,Shane Warne,4.0,39,1,24.0,PBKS,IS Bindra Stadium,2010-03-24,2010
84,Shalabh Srivastava,4.0,39,1,24.0,DEC,Barabati Stadium,2010-03-19,2010
85,Dirk Nannes,4.0,39,1,24.0,DEC,Barabati Stadium,2010-03-21,2010
86,Vinay Kumar,3.2,39,1,20.0,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
87,Manpreet Gony,3.0,39,0,0.0,RCB,Chidambaram,2010-03-31,2010
88,Abhimanyu Mithun,3.0,39,1,18.0,DC,Arun Jaitley Stadium,2010-04-04,2010
89,Sudeep Tyagi,1.5,39,0,0.0,DEC,Chidambaram,2010-03-14,2010
90,Dale Steyn,4.0,38,0,0.0,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
91,Brett Lee,4.0,38,0,0.0,MI,IS Bindra Stadium,2010-04-09,2010
92,Ryan McLaren,4.0,38,0,0.0,KKR,Brabourne Stadium,2010-03-22,2010
93,RP Singh,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
94,Dale Steyn,4.0,38,0,0.0,KKR,Eden Gardens,2010-03-14,2010
95,Anil Kumble,4.0,38,1,24.0,MI,M. Chinnaswamy Stadium,2010-04-17,2010
96,Ishant Sharma,4.0,38,1,24.0,CSK,Eden Gardens,2010-03-16,2010
97,Anil Kumble,4.0,38,1,24.0,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
98,Umesh Yadav,4.0,38,1,24.0,CSK,Arun Jaitley Stadium,2010-03-19,2010
99,Chris Gayle,4.0,38,1,24.0,DC,Arun Jaitley Stadium,2010-03-29,2010
100,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,2010-04-01,2010
101,Praveen Kumar,4.0,37,0,0.0,PBKS,IS Bindra Stadium,2010-04-02,2010
102,Mitchell Marsh,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
103,Praveen Kumar,4.0,37,1,24.0,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
104,Praveen Kumar,4.0,37,1,24.0,MI,Brabourne Stadium,2010-03-20,2010
105,Sarabjit Ladda,4.0,37,1,24.0,RR,Arun Jaitley Stadium,2010-03-31,2010
106,Laxmi Ratan Shukla,4.0,37,1,24.0,CSK,Eden Gardens,2010-03-16,2010
107,MF Maharoof,4.0,37,2,12.0,PBKS,IS Bindra Stadium,2010-03-13,2010
108,Ryan Harris,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
109,Andrew McDonald,4.0,37,2,12.0,KKR,Arun Jaitley Stadium,2010-03-29,2010
110,Shane Watson,4.0,37,3,8.0,MI,Sawai Mansingh Stadium,2010-04-11,2010
111,Shadab Jakati,3.0,37,0,0.0,RR,Chidambaram,2010-04-03,2010
112,Praveen Kumar,3.0,37,0,0.0,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
113,Bipul Sharma,3.0,37,1,18.0,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
114,Pragyan Ojha,3.0,37,1,18.0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
115,Umesh Yadav,4.0,36,0,0.0,DEC,Barabati Stadium,2010-03-21,2010
116,Lasith Malinga,4.0,36,0,0.0,CSK,Chidambaram,2010-04-06,2010
117,Dwayne Bravo,4.0,36,0,0.0,KKR,Brabourne Stadium,2010-03-22,2010
118,Shalabh Srivastava,4.0,36,0,0.0,DEC,HPCA Stadium,2010-04-16,2010
119,Jacques Kallis,4.0,36,0,0.0,DC,M. Chinnaswamy Stadium,2010-03-25,2010
120,Lakshmipathy Balaji,4.0,36,0,0.0,DEC,Chidambaram,2010-03-14,2010
121,Juan Theron,4.0,36,1,24.0,KKR,Eden Gardens,2010-04-04,2010
122,Ajit Agarkar,4.0,36,1,24.0,DC,Eden Gardens,2010-04-07,2010
123,Dale Steyn,4.0,36,1,24.0,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
124,Irfan Pathan,4.0,36,1,24.0,KKR,Eden Gardens,2010-04-04,2010
125,Pragyan Ojha,4.0,36,1,24.0,DC,Barabati Stadium,2010-03-21,2010
126,Vinay Kumar,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
127,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,2010-04-09,2010
128,Aditya Dole,4.0,36,2,12.0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
129,Sumit Narwal,4.0,36,3,8.0,DC,Arun Jaitley Stadium,2010-03-31,2010
130,Zaheer Khan,3.2,36,0,0.0,PBKS,IS Bindra Stadium,2010-04-09,2010
131,Irfan Pathan,3.1,36,1,19.0,RCB,IS Bindra Stadium,2010-04-02,2010
132,Yusuf Abdulla,2.5,36,0,0.0,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
133,Dirk Nannes,4.0,35,0,0.0,MI,Arun Jaitley Stadium,2010-03-17,2010
134,Vinay Kumar,4.0,35,0,0.0,DC,Arun Jaitley Stadium,2010-04-04,2010
135,Siddharth Trivedi,4.0,35,0,0.0,DC,Arun Jaitley Stadium,2010-03-31,2010
136,RP Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,2010-03-12,2010
137,Piyush Chawla,4.0,35,1,24.0,KKR,IS Bindra Stadium,2010-03-27,2010
138,Harbhajan Singh,4.0,35,1,24.0,RCB,Brabourne Stadium,2010-03-20,2010
139,Moises Henriques,4.0,35,1,24.0,DEC,Barabati Stadium,2010-03-21,2010
140,Jacques Kallis,4.0,35,1,24.0,MI,Brabourne Stadium,2010-03-20,2010
141,Jaskaran Singh,4.0,35,1,24.0,KKR,DY Patil Stadium,2010-03-12,2010
142,Siddharth Trivedi,4.0,35,1,24.0,MI,Sawai Mansingh Stadium,2010-04-11,2010
143,Pradeep Sangwan,4.0,35,2,12.0,MI,Brabourne Stadium,2010-04-13,2010
144,Sumit Narwal,4.0,35,2,12.0,DEC,Narendra Modi Stadium,2010-03-26,2010
145,Dwayne Bravo,3.1,35,0,0.0,RCB,Brabourne Stadium,2010-03-20,2010
146,Siddharth Trivedi,3.0,35,0,0.0,DEC,Narendra Modi Stadium,2010-03-26,2010
147,Shalabh Srivastava,3.0,35,0,0.0,KKR,Eden Gardens,2010-04-04,2010
148,Ajit Agarkar,3.0,35,0,0.0,PBKS,Eden Gardens,2010-04-04,2010
149,Irfan Pathan,3.0,35,1,18.0,DEC,HPCA Stadium,2010-04-16,2010
150,Chris Gayle,3.0,35,1,18.0,CSK,Chidambaram,2010-04-13,2010
1,Siddharth Trivedi,4.0,59,0,0.0,PBKS,IS Bindra Stadium,2011-04-21,2011
2,Zaheer Khan,4.0,53,0,0.0,KKR,Eden Gardens,2011-04-22,2011
3,Alfonso Thomas,4.0,53,1,24.0,MI,DY Patil Stadium,2011-05-04,2011
4,Amit Mishra,4.0,53,1,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
5,Lakshmipathy Balaji,3.0,51,1,18.0,MI,Eden Gardens,2011-05-22,2011
6,Johan van der Wath,4.0,50,0,0.0,PBKS,HPCA Stadium,2011-05-17,2011
7,Shane Warne,4.0,50,1,24.0,PBKS,IS Bindra Stadium,2011-04-21,2011
8,Morne Morkel,4.0,49,1,24.0,MI,Wankhede Stadium,2011-05-07,2011
9,Ajit Agarkar,4.0,49,1,24.0,CSK,Chidambaram,2011-05-12,2011
10,Johan van der Wath,4.0,49,2,12.0,CSK,Chidambaram,2011-04-16,2011
11,Vinay Kumar,4.0,48,0,0.0,MI,Wankhede Stadium,2011-04-15,2011
12,Piyush Chawla,4.0,48,0,0.0,DEC,HPCA Stadium,2011-05-21,2011
13,Ryan Harris,4.0,48,0,0.0,DC,Arun Jaitley Stadium,2011-04-23,2011
14,Dan Christian,4.0,48,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
15,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,2011-05-17,2011
16,Shane Watson,4.0,47,0,0.0,CSK,Sawai Mansingh Stadium,2011-05-09,2011
17,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
18,Kamran Khan,3.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
19,Shalabh Srivastava,4.0,46,0,0.0,DC,Arun Jaitley Stadium,2011-04-23,2011
20,James Hopes,4.0,45,1,24.0,MI,Wankhede Stadium,2011-05-07,2011
21,Praveen Kumar,4.0,45,1,24.0,DC,Arun Jaitley Stadium,2011-04-23,2011
22,RP Singh,4.0,44,1,24.0,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
23,Pragyan Ojha,3.5,44,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
24,P Parameswaran,2.1,44,0,0.0,RCB,M. Chinnaswamy Stadium,2011-05-08,2011
25,James Hopes,4.0,43,1,24.0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
26,Lakshmipathy Balaji,4.0,43,1,24.0,RCB,Eden Gardens,2011-04-22,2011
27,Kieron Pollard,3.0,43,0,0.0,KTK,Wankhede Stadium,2011-04-15,2011
28,Brett Lee,4.0,42,0,0.0,KTK,Jawaharlal Nehru Stadium,2011-05-05,2011
29,Johan Botha,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,2011-05-11,2011
30,Lasith Malinga,4.0,42,0,0.0,RR,Wankhede Stadium,2011-05-20,2011
31,Morne Morkel,4.0,42,1,24.0,KKR,Arun Jaitley Stadium,2011-04-28,2011
32,Ryan Harris,4.0,42,1,24.0,KTK,Holkar Cricket Stadium,2011-05-13,2011
33,Ashok Dinda,4.0,42,2,12.0,PWI,DY Patil Stadium,2011-04-17,2011
34,Lasith Malinga,4.0,42,2,12.0,KTK,Wankhede Stadium,2011-04-15,2011
35,Muttiah Muralitharan,3.5,42,1,23.0,PWI,DY Patil Stadium,2011-04-13,2011
36,Daniel Vettori,3.4,42,0,0.0,CSK,Wankhede Stadium,2011-05-24,2011
37,Ishant Sharma,4.0,41,0,0.0,CSK,Chidambaram,2011-05-01,2011
38,Murali Kartik,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,2011-05-01,2011
39,Roelof van der Merwe,4.0,41,1,24.0,RR,Sawai Mansingh Stadium,2011-04-12,2011
40,Amit Mishra,4.0,41,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
41,Vinay Kumar,4.0,41,1,24.0,DC,Jawaharlal Nehru Stadium,2011-04-30,2011
42,Harbhajan Singh,4.0,40,0,0.0,RCB,Chidambaram,2011-05-27,2011
43,Albie Morkel,4.0,40,0,0.0,RCB,Wankhede Stadium,2011-05-24,2011
44,Ryan McLaren,4.0,40,1,24.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
45,Irfan Pathan,4.0,40,1,24.0,CSK,Chidambaram,2011-05-12,2011
46,Amit Singh,4.0,40,1,24.0,CSK,Sawai Mansingh Stadium,2011-05-09,2011
47,Munaf Patel,4.0,40,1,24.0,CSK,Wankhede Stadium,2011-04-22,2011
48,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
49,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,2011-05-15,2011
50,Dale Steyn,4.0,39,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
51,Dan Christian,4.0,39,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2011-05-03,2011
52,Suresh Raina,4.0,39,1,24.0,RCB,Chidambaram,2011-05-28,2011
53,Ishant Sharma,4.0,39,1,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
54,Shalabh Srivastava,4.0,39,2,12.0,DC,HPCA Stadium,2011-05-15,2011
55,Shahbaz Nadeem,4.0,39,2,12.0,PWI,DY Patil Stadium,2011-04-17,2011
56,Love Ablish,3.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
57,Syed Mohammad,3.0,39,1,18.0,CSK,Chidambaram,2011-05-28,2011
58,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,2011-05-28,2011
59,Irfan Pathan,4.0,38,0,0.0,KTK,Arun Jaitley Stadium,2011-05-02,2011
60,Thisara Perera,4.0,38,0,0.0,MI,Wankhede Stadium,2011-04-15,2011
61,Suresh Raina,4.0,38,0,0.0,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
62,Doug Bollinger,4.0,38,1,24.0,DC,Chidambaram,2011-05-12,2011
63,Doug Bollinger,4.0,38,1,24.0,KTK,Chidambaram,2011-05-18,2011
64,Wayne Parnell,4.0,38,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
65,Dan Christian,4.0,38,2,12.0,DC,Arun Jaitley Stadium,2011-04-19,2011
66,Lakshmipathy Balaji,4.0,38,2,12.0,DC,Arun Jaitley Stadium,2011-04-28,2011
67,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
68,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,2011-05-01,2011
69,Shanthakumaran Sreesanth,3.5,38,0,0.0,PBKS,Holkar Cricket Stadium,2011-05-13,2011
70,Shrikant Wagh,3.0,38,0,0.0,DC,DY Patil Stadium,2011-04-17,2011
71,Tim Southee,3.0,38,0,0.0,KTK,Jawaharlal Nehru Stadium,2011-04-18,2011
72,Albie Morkel,3.0,38,1,18.0,PBKS,IS Bindra Stadium,2011-04-13,2011
73,Munaf Patel,4.0,37,0,0.0,DEC,Wankhede Stadium,2011-05-14,2011
74,Umesh Yadav,4.0,37,0,0.0,RCB,Arun Jaitley Stadium,2011-04-26,2011
75,Ravichandran Ashwin,4.0,37,0,0.0,PBKS,IS Bindra Stadium,2011-04-13,2011
76,Morne Morkel,4.0,37,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
77,Brett Lee,4.0,37,0,0.0,MI,Eden Gardens,2011-05-22,2011
78,Ali Murtaza,4.0,37,0,0.0,KTK,Wankhede Stadium,2011-04-15,2011
79,Ishant Sharma,4.0,37,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2011-05-03,2011
80,Praveen Kumar,4.0,37,0,0.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
81,Shadab Jakati,4.0,37,1,24.0,RCB,Wankhede Stadium,2011-05-24,2011
82,Brett Lee,4.0,37,1,24.0,MI,Wankhede Stadium,2011-05-25,2011
83,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,2011-04-13,2011
84,Piyush Chawla,4.0,37,2,12.0,MI,Wankhede Stadium,2011-05-02,2011
85,Piyush Chawla,4.0,37,2,12.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
86,Abhimanyu Mithun,4.0,37,2,12.0,DC,Arun Jaitley Stadium,2011-04-26,2011
87,Siddharth Trivedi,3.4,37,1,22.0,CSK,Chidambaram,2011-05-04,2011
88,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,2011-04-22,2011
89,Bhargav Bhatt,4.0,36,0,0.0,KTK,Holkar Cricket Stadium,2011-05-13,2011
90,Zaheer Khan,4.0,36,0,0.0,MI,M. Chinnaswamy Stadium,2011-04-12,2011
91,Sreenath Aravind,4.0,36,0,0.0,PBKS,HPCA Stadium,2011-05-17,2011
92,Johan Botha,4.0,36,0,0.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
93,Umesh Yadav,4.0,36,0,0.0,PWI,DY Patil Stadium,2011-04-17,2011
94,Kieron Pollard,4.0,36,1,24.0,PWI,DY Patil Stadium,2011-05-04,2011
95,Dwayne Bravo,4.0,36,1,24.0,KTK,Chidambaram,2011-05-18,2011
96,Piyush Chawla,4.0,36,1,24.0,DC,Arun Jaitley Stadium,2011-04-23,2011
97,James Hopes,4.0,36,1,24.0,DEC,Arun Jaitley Stadium,2011-04-19,2011
98,Ravichandran Ashwin,4.0,36,1,24.0,RR,Chidambaram,2011-05-04,2011
99,Dwayne Bravo,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,2011-05-09,2011
100,Siddharth Trivedi,4.0,36,1,24.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
101,Varun Aaron,4.0,36,1,24.0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
102,Jaydev Unadkat,4.0,36,2,12.0,DEC,Eden Gardens,2011-04-11,2011
103,Ashok Dinda,3.3,36,1,21.0,RCB,Arun Jaitley Stadium,2011-04-26,2011
104,Shaun Tait,3.0,36,0,0.0,KTK,Holkar Cricket Stadium,2011-05-15,2011
105,Shadab Jakati,3.0,36,1,18.0,RCB,Chidambaram,2011-04-16,2011
106,Albie Morkel,3.0,36,1,18.0,DC,Chidambaram,2011-05-12,2011
107,Zaheer Khan,4.0,35,0,0.0,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
108,Chris Gayle,4.0,35,0,0.0,PBKS,HPCA Stadium,2011-05-17,2011
109,Ryan Harris,4.0,35,1,24.0,DEC,HPCA Stadium,2011-05-21,2011
110,Abhimanyu Mithun,4.0,35,1,24.0,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
111,Bhargav Bhatt,4.0,35,1,24.0,PWI,IS Bindra Stadium,2011-05-08,2011
112,Munaf Patel,4.0,35,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
113,Sreenath Aravind,4.0,35,1,24.0,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
114,Pragyan Ojha,4.0,35,2,12.0,PWI,DY Patil Stadium,2011-05-16,2011
115,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,2011-05-22,2011
116,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,2011-04-13,2011
117,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
118,Bhargav Bhatt,3.0,35,0,0.0,CSK,IS Bindra Stadium,2011-04-13,2011
119,Manpreet Gony,2.0,35,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
120,Shane Warne,4.0,34,0,0.0,CSK,Sawai Mansingh Stadium,2011-05-09,2011
121,Doug Bollinger,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
122,Siddharth Trivedi,4.0,34,0,0.0,KKR,Sawai Mansingh Stadium,2011-04-15,2011
123,Suraj Randiv,4.0,34,0,0.0,DEC,Chidambaram,2011-05-01,2011
124,Daniel Vettori,4.0,34,0,0.0,CSK,Chidambaram,2011-05-28,2011
125,Ajit Agarkar,4.0,34,1,24.0,KKR,Arun Jaitley Stadium,2011-04-28,2011
126,Ryan Harris,4.0,34,1,24.0,RR,IS Bindra Stadium,2011-04-21,2011
127,RP Singh,4.0,34,1,24.0,CSK,Chidambaram,2011-05-18,2011
128,Shalabh Srivastava,4.0,34,1,24.0,KTK,Holkar Cricket Stadium,2011-05-13,2011
129,Paul Valthaty,4.0,34,1,24.0,DC,HPCA Stadium,2011-05-15,2011
130,Chris Gayle,4.0,34,2,12.0,CSK,Chidambaram,2011-05-28,2011
131,Albie Morkel,4.0,34,2,12.0,RCB,Chidambaram,2011-04-16,2011
132,Iqbal Abdulla,4.0,34,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-03,2011
133,Sreenath Aravind,4.0,34,3,8.0,RR,Sawai Mansingh Stadium,2011-05-11,2011
