POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year
1,RP Singh,4.0,59,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
2,Palani Amarnath,4.0,57,1,24.0,MI,Chidambaram,2008-04-23,2008
3,Vikram Singh,4.0,56,0,0.0,MI,Wankhede Stadium,2008-05-21,2008
4,Munaf Patel,4.0,55,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
5,Munaf Patel,4.0,55,1,24.0,CSK,Chidambaram,2008-05-24,2008
6,Jacob Oram,4.0,53,0,0.0,MI,Chidambaram,2008-04-23,2008
7,James Hopes,4.0,53,1,24.0,CSK,IS Bindra Stadium,2008-04-19,2008
8,Mohammad Asif,4.0,51,0,0.0,DEC,Arun Jaitley Stadium,2008-05-15,2008
9,Pradeep Sangwan,3.0,51,0,0.0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
10,RP Singh,4.0,50,0,0.0,DC,Arun Jaitley Stadium,2008-05-15,2008
11,Brett Geeves,4.0,50,1,24.0,MI,Arun Jaitley Stadium,2008-05-24,2008
12,Yo Mahesh,4.0,50,2,12.0,RR,Wankhede Stadium,2008-05-30,2008
13,Ishant Sharma,4.0,49,0,0.0,PBKS,Eden Gardens,2008-05-25,2008
14,Siddharth Trivedi,4.0,48,0,0.0,PBKS,IS Bindra Stadium,2008-05-28,2008
15,Jacques Kallis,4.0,48,1,24.0,KKR,M. Chinnaswamy Stadium,2008-04-18,2008
16,Pankaj Singh,3.0,48,0,0.0,PBKS,IS Bindra Stadium,2008-05-28,2008
17,Anil Kumble,4.0,47,0,0.0,DEC,M. Chinnaswamy Stadium,2008-05-03,2008
18,Shane Warne,4.0,47,0,0.0,DC,Sawai Mansingh Stadium,2008-05-11,2008
19,Rajat Bhatia,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
20,Joginder Sharma,4.0,47,1,24.0,PBKS,IS Bindra Stadium,2008-04-19,2008
21,Pragyan Ojha,4.0,47,1,24.0,RR,Sawai Mansingh Stadium,2008-05-09,2008
22,Shane Warne,4.0,47,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
23,Irfan Pathan,4.0,47,2,12.0,CSK,IS Bindra Stadium,2008-04-19,2008
24,Zaheer Khan,4.0,46,0,0.0,RR,Sawai Mansingh Stadium,2008-05-17,2008
25,Ajit Agarkar,4.0,46,1,24.0,RR,Sawai Mansingh Stadium,2008-05-01,2008
26,Mohammad Asif,4.0,46,1,24.0,MI,DY Patil Stadium,2008-05-04,2008
27,Andrew Symonds,2.5,46,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
28,Anil Kumble,4.0,45,0,0.0,MI,M. Chinnaswamy Stadium,2008-05-28,2008
29,Ashish Nehra,4.0,45,1,24.0,RCB,Wankhede Stadium,2008-04-20,2008
30,Lakshmipathy Balaji,3.0,45,0,0.0,RR,Chidambaram,2008-05-24,2008
31,Joginder Sharma,3.0,45,0,0.0,DEC,Chidambaram,2008-05-06,2008
32,RP Singh,4.0,44,1,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
33,Albie Morkel,3.0,44,0,0.0,MI,Wankhede Stadium,2008-05-14,2008
34,Shanthakumaran Sreesanth,3.0,44,1,18.0,RR,IS Bindra Stadium,2008-05-28,2008
35,Makhaya Ntini,4.0,43,0,0.0,RR,Chidambaram,2008-05-24,2008
36,Vikrant Yeligati,4.0,43,0,0.0,PBKS,Wankhede Stadium,2008-05-21,2008
37,Gajendra Singh,4.0,43,1,24.0,PBKS,IS Bindra Stadium,2008-05-03,2008
38,Umar Gul,4.0,43,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
39,Jacques Kallis,3.0,43,0,0.0,MI,Wankhede Stadium,2008-04-20,2008
40,Lakshmipathy Balaji,4.0,42,0,0.0,RR,DY Patil Stadium,2008-06-01,2008
41,Mohammad Asif,4.0,42,0,0.0,RCB,Arun Jaitley Stadium,2008-04-30,2008
42,Chaminda Vaas,4.0,42,1,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
43,Manpreet Gony,4.0,42,1,24.0,PBKS,IS Bindra Stadium,2008-04-19,2008
44,Palani Amarnath,4.0,42,1,24.0,PBKS,IS Bindra Stadium,2008-04-19,2008
45,Zaheer Khan,4.0,42,1,24.0,DC,Arun Jaitley Stadium,2008-04-30,2008
46,Glenn McGrath,4.0,42,2,12.0,DEC,Arun Jaitley Stadium,2008-05-15,2008
47,Praveen Kumar,3.0,42,1,18.0,RR,M. Chinnaswamy Stadium,2008-04-26,2008
48,Muttiah Muralitharan,4.0,41,0,0.0,KKR,Eden Gardens,2008-05-18,2008
49,Brett Geeves,4.0,41,0,0.0,RR,Arun Jaitley Stadium,2008-04-19,2008
50,Ishant Sharma,4.0,41,0,0.0,PBKS,IS Bindra Stadium,2008-05-03,2008
51,Vinay Kumar,4.0,41,0,0.0,MI,Wankhede Stadium,2008-04-20,2008
52,Dilhara Fernando,4.0,41,1,24.0,KKR,Eden Gardens,2008-04-29,2008
53,RP Singh,4.0,41,3,8.0,RCB,M. Chinnaswamy Stadium,2008-05-03,2008
54,Dale Steyn,4.0,40,0,0.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
55,Albie Morkel,4.0,40,0,0.0,DC,Chidambaram,2008-05-02,2008
56,Pradeep Sangwan,4.0,40,0,0.0,CSK,Chidambaram,2008-05-02,2008
57,Vikram Singh,4.0,40,1,24.0,MI,IS Bindra Stadium,2008-04-25,2008
58,Sohail Tanvir,4.0,40,1,24.0,CSK,DY Patil Stadium,2008-06-01,2008
59,Shaun Pollock,4.0,40,1,24.0,PBKS,IS Bindra Stadium,2008-04-25,2008
60,Ashley Noffke,4.0,40,1,24.0,KKR,M. Chinnaswamy Stadium,2008-04-18,2008
61,Vikram Singh,4.0,40,1,24.0,DEC,IS Bindra Stadium,2008-05-23,2008
62,Shane Watson,4.0,40,1,24.0,PBKS,IS Bindra Stadium,2008-05-28,2008
63,Yo Mahesh,4.0,40,2,12.0,CSK,Arun Jaitley Stadium,2008-05-08,2008
64,Manpreet Gony,4.0,40,2,12.0,KKR,Chidambaram,2008-04-26,2008
65,Siddharth Chitnis,4.0,40,2,12.0,PBKS,Wankhede Stadium,2008-05-21,2008
66,Muttiah Muralitharan,4.0,40,2,12.0,MI,Chidambaram,2008-04-23,2008
67,Jacques Kallis,4.0,39,0,0.0,RR,Sawai Mansingh Stadium,2008-05-17,2008
68,Glenn McGrath,4.0,39,0,0.0,MI,Arun Jaitley Stadium,2008-05-24,2008
69,Sohail Tanvir,4.0,39,0,0.0,DEC,Sawai Mansingh Stadium,2008-05-09,2008
70,Shane Watson,4.0,39,0,0.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
71,Manpreet Gony,4.0,39,1,24.0,DC,Chidambaram,2008-05-02,2008
72,Sanath Jayasuriya,4.0,39,1,24.0,RCB,Wankhede Stadium,2008-04-20,2008
73,Mohammad Asif,4.0,39,2,12.0,PBKS,IS Bindra Stadium,2008-04-27,2008
74,MF Maharoof,4.0,39,2,12.0,DEC,Arun Jaitley Stadium,2008-05-15,2008
75,Muttiah Muralitharan,4.0,39,2,12.0,RR,DY Patil Stadium,2008-06-01,2008
76,Jacques Kallis,4.0,39,2,12.0,DC,Arun Jaitley Stadium,2008-04-30,2008
77,Balachandra Akhil,3.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-25,2008
78,Glenn McGrath,4.0,38,0,0.0,RR,Wankhede Stadium,2008-05-30,2008
79,Praveen Kumar,4.0,38,0,0.0,KKR,M. Chinnaswamy Stadium,2008-04-18,2008
80,Albie Morkel,4.0,38,1,24.0,RCB,M. Chinnaswamy Stadium,2008-04-28,2008
81,Zaheer Khan,4.0,38,1,24.0,KKR,M. Chinnaswamy Stadium,2008-04-18,2008
82,Manpreet Gony,4.0,38,1,24.0,PBKS,Chidambaram,2008-05-10,2008
83,Dilhara Fernando,4.0,38,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
84,Palani Amarnath,4.0,38,2,12.0,RCB,M. Chinnaswamy Stadium,2008-04-28,2008
85,Zaheer Khan,4.0,38,3,8.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
86,Shanthakumaran Sreesanth,3.1,38,1,19.0,RR,Sawai Mansingh Stadium,2008-04-21,2008
87,Munaf Patel,4.0,37,0,0.0,PBKS,IS Bindra Stadium,2008-05-28,2008
88,Makhaya Ntini,4.0,37,0,0.0,DEC,Chidambaram,2008-05-06,2008
89,Irfan Pathan,4.0,37,0,0.0,MI,Wankhede Stadium,2008-05-21,2008
90,Jacob Oram,4.0,37,0,0.0,PBKS,IS Bindra Stadium,2008-04-19,2008
91,Gajendra Singh,4.0,37,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-01,2008
92,Rohan Raje,4.0,37,1,24.0,RR,Sawai Mansingh Stadium,2008-05-26,2008
93,Amit Mishra,4.0,37,2,12.0,RR,Wankhede Stadium,2008-05-30,2008
94,Dhawal Kulkarni,4.0,37,2,12.0,PBKS,IS Bindra Stadium,2008-04-25,2008
95,Dwayne Bravo,4.0,37,2,12.0,CSK,Wankhede Stadium,2008-05-14,2008
96,Albie Morkel,4.0,37,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-27,2008
97,RP Singh,3.3,37,0,0.0,PBKS,IS Bindra Stadium,2008-05-23,2008
98,Zaheer Khan,3.0,37,0,0.0,DC,M. Chinnaswamy Stadium,2008-05-19,2008
99,Nuwan Zoysa,3.0,37,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
100,Siddharth Trivedi,3.0,37,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
101,Shane Watson,4.0,36,0,0.0,KKR,Eden Gardens,2008-05-20,2008
102,Anil Kumble,4.0,36,0,0.0,PBKS,IS Bindra Stadium,2008-05-12,2008
103,David Hussey,4.0,36,0,0.0,PBKS,Eden Gardens,2008-05-25,2008
104,Jacques Kallis,4.0,36,0,0.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
105,James Hopes,4.0,36,0,0.0,CSK,Chidambaram,2008-05-10,2008
106,Dilhara Fernando,4.0,36,1,24.0,PBKS,Wankhede Stadium,2008-05-21,2008
107,Manpreet Gony,4.0,36,1,24.0,DC,Arun Jaitley Stadium,2008-05-08,2008
108,Lakshmipathy Balaji,4.0,36,1,24.0,KKR,Eden Gardens,2008-05-18,2008
109,Chaminda Vaas,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2008-05-25,2008
110,Sanjay Bangar,4.0,36,1,24.0,CSK,Chidambaram,2008-05-06,2008
111,Munaf Patel,4.0,36,1,24.0,PBKS,Sawai Mansingh Stadium,2008-04-21,2008
112,Scott Styris,4.0,36,1,24.0,PBKS,IS Bindra Stadium,2008-05-23,2008
113,Harbhajan Singh,4.0,36,2,12.0,RCB,Wankhede Stadium,2008-04-20,2008
114,Piyush Chawla,4.0,36,2,12.0,KKR,Eden Gardens,2008-05-25,2008
115,MF Maharoof,4.0,36,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
116,Yo Mahesh,4.0,36,4,6.0,MI,Arun Jaitley Stadium,2008-05-24,2008
117,RP Singh,3.5,36,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2008-05-01,2008
118,Irfan Pathan,3.4,36,0,0.0,KKR,Eden Gardens,2008-05-25,2008
119,Anil Kumble,3.2,36,0,0.0,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
120,Dwayne Bravo,3.0,36,0,0.0,CSK,Chidambaram,2008-04-23,2008
121,Praveen Kumar,3.0,36,1,18.0,KKR,Eden Gardens,2008-05-08,2008
122,Chaminda Vaas,3.0,36,1,18.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
123,Piyush Chawla,3.0,36,1,18.0,CSK,Chidambaram,2008-05-10,2008
124,Sanath Jayasuriya,4.0,35,0,0.0,DC,Arun Jaitley Stadium,2008-05-24,2008
125,Zaheer Khan,4.0,35,0,0.0,PBKS,IS Bindra Stadium,2008-05-12,2008
126,Daniel Vettori,4.0,35,1,24.0,RR,Arun Jaitley Stadium,2008-04-19,2008
127,Jacques Kallis,4.0,35,1,24.0,DEC,M. Chinnaswamy Stadium,2008-05-03,2008
128,Vikram Singh,4.0,35,1,24.0,CSK,Chidambaram,2008-05-10,2008
129,Brett Lee,4.0,35,1,24.0,CSK,IS Bindra Stadium,2008-04-19,2008
130,Ashish Nehra,4.0,35,1,24.0,CSK,Chidambaram,2008-04-23,2008
131,Yo Mahesh,4.0,35,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
132,Brett Lee,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,2008-04-21,2008
133,Shanthakumaran Sreesanth,4.0,35,2,12.0,MI,Wankhede Stadium,2008-05-21,2008
134,Lakshmipathy Balaji,4.0,35,2,12.0,DC,Arun Jaitley Stadium,2008-05-08,2008
135,Albie Morkel,4.0,35,2,12.0,DC,Arun Jaitley Stadium,2008-05-08,2008
136,Albie Morkel,4.0,35,2,12.0,RR,Chidambaram,2008-05-24,2008
137,Shane Warne,4.0,35,2,12.0,CSK,Chidambaram,2008-05-24,2008
138,RP Singh,4.0,35,3,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
139,Piyush Chawla,4.0,35,3,8.0,RR,IS Bindra Stadium,2008-05-28,2008
140,James Hopes,3.0,35,0,0.0,KKR,IS Bindra Stadium,2008-05-03,2008
141,Shanthakumaran Sreesanth,3.0,35,0,0.0,CSK,IS Bindra Stadium,2008-04-19,2008
142,Palani Amarnath,3.0,35,0,0.0,DC,Arun Jaitley Stadium,2008-05-08,2008
143,Palani Amarnath,3.0,35,1,18.0,PBKS,Chidambaram,2008-05-10,2008
144,Joginder Sharma,3.0,35,1,18.0,DC,Chidambaram,2008-05-02,2008
145,David Hussey,3.0,35,1,18.0,DEC,Eden Gardens,2008-04-20,2008
146,Yo Mahesh,2.1,35,0,0.0,RR,Sawai Mansingh Stadium,2008-05-11,2008
147,Andrew Symonds,2.0,35,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-22,2008
148,Balachandra Akhil,4.0,34,0,0.0,CSK,M. Chinnaswamy Stadium,2008-04-28,2008
149,Shane Warne,4.0,34,0,0.0,CSK,DY Patil Stadium,2008-06-01,2008
150,Vikram Singh,4.0,34,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-01,2008
1,Mashrafe Mortaza,4.0,58,0,0.0,DEC,New Wanderers Stadium,2009-05-16,2009
2,Chaminda Vaas,4.0,52,2,12.0,DC,Kingsmead,2009-05-13,2009
3,Jacques Kallis,4.0,51,1,24.0,PBKS,Kingsmead,2009-04-24,2009
4,Andrew Flintoff,4.0,50,0,0.0,DC,Kingsmead,2009-04-23,2009
5,RP Singh,4.0,47,1,24.0,RCB,Supersport Park,2009-05-21,2009
6,Praveen Kumar,4.0,45,0,0.0,DEC,Supersport Park,2009-05-21,2009
7,Ajit Agarkar,4.0,45,0,0.0,CSK,Supersport Park,2009-05-18,2009
8,Dhawal Kulkarni,4.0,45,1,24.0,CSK,St George's Park,2009-05-16,2009
9,Manpreet Gony,4.0,45,1,24.0,DC,Kingsmead,2009-04-23,2009
10,Ajit Agarkar,4.0,45,1,24.0,RCB,Supersport Park,2009-05-12,2009
11,Shanthakumaran Sreesanth,4.0,44,0,0.0,RR,Kingsmead,2009-05-05,2009
12,Harmeet Singh Bansal,4.0,44,0,0.0,RCB,Newlands,2009-04-22,2009
13,Andrew Flintoff,4.0,44,1,24.0,MI,Newlands,2009-04-18,2009
14,Yusuf Abdulla,3.0,44,0,0.0,RR,Kingsmead,2009-05-05,2009
15,Ishant Sharma,4.0,43,0,0.0,KKR,Kingsmead,2009-05-05,2009
16,Ishant Sharma,4.0,43,0,0.0,DC,Kingsmead,2009-05-05,2009
17,Praveen Kumar,4.0,43,0,0.0,DEC,New Wanderers Stadium,2009-05-24,2009
18,Amit Mishra,4.0,42,0,0.0,MI,Supersport Park,2009-05-21,2009
19,Irfan Pathan,4.0,42,0,0.0,DEC,De Beers Diamond Oval,2009-05-09,2009
20,Abhimanyu Mithun,4.0,42,0,0.0,MI,St George's Park,2009-05-10,2009
21,Ajit Agarkar,4.0,41,0,0.0,DEC,New Wanderers Stadium,2009-05-16,2009
22,Albie Morkel,4.0,41,1,24.0,DC,Kingsmead,2009-04-23,2009
23,Lakshmipathy Balaji,4.0,41,1,24.0,PBKS,Supersport Park,2009-05-07,2009
24,Lakshmipathy Balaji,3.3,41,1,21.0,DEC,Kingsmead,2009-04-27,2009
25,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,2009-05-12,2009
26,Jacques Kallis,4.0,40,0,0.0,KKR,Supersport Park,2009-05-12,2009
27,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,2009-05-12,2009
28,Irfan Pathan,4.0,40,1,24.0,RR,Kingsmead,2009-05-05,2009
29,Harmeet Singh Bansal,3.5,40,0,0.0,KKR,New Wanderers Stadium,2009-05-16,2009
30,Lakshmipathy Balaji,3.0,40,0,0.0,KKR,Supersport Park,2009-05-18,2009
31,Anil Kumble,4.0,39,0,0.0,DEC,Newlands,2009-04-22,2009
32,Ajantha Mendis,4.0,39,0,0.0,MI,St George's Park,2009-04-27,2009
33,Ryan Harris,4.0,39,0,0.0,CSK,Buffalo Park,2009-05-04,2009
34,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,2009-05-17,2009
35,Amit Mishra,3.0,39,0,0.0,DEC,Kingsmead,2009-05-13,2009
36,Albie Morkel,3.0,39,0,0.0,KKR,Supersport Park,2009-05-18,2009
37,Ajantha Mendis,4.0,38,0,0.0,CSK,Supersport Park,2009-05-18,2009
38,Lasith Malinga,4.0,38,1,24.0,DC,Supersport Park,2009-05-21,2009
39,Irfan Pathan,4.0,38,1,24.0,CSK,Supersport Park,2009-05-07,2009
40,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,2009-05-23,2009
41,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,2009-05-05,2009
42,Shane Warne,4.0,37,0,0.0,PBKS,Newlands,2009-04-26,2009
43,Irfan Pathan,4.0,37,0,0.0,KKR,St George's Park,2009-05-03,2009
44,Muttiah Muralitharan,4.0,37,0,0.0,PBKS,Supersport Park,2009-05-07,2009
45,Praveen Kumar,4.0,37,1,24.0,DEC,Newlands,2009-04-22,2009
46,Shanthakumaran Sreesanth,4.0,37,1,24.0,CSK,Supersport Park,2009-05-07,2009
47,Shanthakumaran Sreesanth,4.0,37,1,24.0,DEC,De Beers Diamond Oval,2009-05-09,2009
48,Lasith Malinga,4.0,37,1,24.0,RCB,St George's Park,2009-05-10,2009
49,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,2009-04-20,2009
50,Jacques Kallis,3.0,37,0,0.0,DC,St George's Park,2009-04-26,2009
51,Praveen Kumar,4.0,36,0,0.0,PBKS,Kingsmead,2009-04-24,2009
52,Moises Henriques,4.0,36,0,0.0,DC,Kingsmead,2009-05-05,2009
53,RP Singh,4.0,36,1,24.0,CSK,Buffalo Park,2009-05-04,2009
54,Shadab Jakati,4.0,36,1,24.0,KKR,Supersport Park,2009-05-18,2009
55,Shane Warne,4.0,36,1,24.0,DEC,De Beers Diamond Oval,2009-05-11,2009
56,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,2009-04-23,2009
57,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,2009-04-23,2009
58,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,2009-05-01,2009
59,Munaf Patel,3.0,36,1,18.0,KKR,Newlands,2009-04-23,2009
60,Albie Morkel,3.0,36,1,18.0,PBKS,Supersport Park,2009-05-07,2009
61,Dhawal Kulkarni,3.0,36,1,18.0,DC,Supersport Park,2009-05-21,2009
62,Vikram Singh,2.0,36,0,0.0,CSK,Supersport Park,2009-05-07,2009
63,Moises Henriques,4.0,35,1,24.0,DC,New Wanderers Stadium,2009-05-10,2009
64,Venugopal Rao,4.0,35,1,24.0,CSK,Kingsmead,2009-04-27,2009
65,Kamran Khan,4.0,35,1,24.0,DC,Supersport Park,2009-04-28,2009
66,Dale Steyn,4.0,35,1,24.0,CSK,St George's Park,2009-04-20,2009
67,Anureet Singh,4.0,35,2,12.0,RR,Newlands,2009-04-23,2009
68,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,2009-05-09,2009
69,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,2009-04-24,2009
70,Praveen Kumar,3.4,35,1,22.0,CSK,Kingsmead,2009-05-14,2009
71,Siddharth Trivedi,3.0,35,0,0.0,CSK,Supersport Park,2009-04-30,2009
72,Kamran Khan,2.4,35,0,0.0,CSK,Supersport Park,2009-04-30,2009
73,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,2009-04-28,2009
74,Zaheer Khan,4.0,34,0,0.0,CSK,Newlands,2009-04-18,2009
75,Ashok Dinda,4.0,34,1,24.0,PBKS,Kingsmead,2009-04-21,2009
76,Ryan Harris,4.0,34,1,24.0,RCB,New Wanderers Stadium,2009-05-24,2009
77,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,2009-04-18,2009
78,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,2009-04-25,2009
79,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,2009-05-11,2009
80,Muttiah Muralitharan,4.0,33,0,0.0,RR,Supersport Park,2009-04-30,2009
81,Venugopal Rao,4.0,33,0,0.0,MI,Kingsmead,2009-04-25,2009
82,Yusuf Abdulla,4.0,33,1,24.0,KKR,St George's Park,2009-05-03,2009
83,RP Singh,4.0,33,2,12.0,DC,Supersport Park,2009-05-22,2009
84,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,2009-05-12,2009
85,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,2009-05-17,2009
86,Siddharth Trivedi,3.0,33,1,18.0,DEC,De Beers Diamond Oval,2009-05-11,2009
87,Ramesh Powar,3.0,33,1,18.0,RR,Kingsmead,2009-05-05,2009
88,Anil Kumble,4.0,32,0,0.0,MI,St George's Park,2009-05-10,2009
89,Zaheer Khan,4.0,32,0,0.0,DEC,Kingsmead,2009-04-25,2009
90,Vinay Kumar,4.0,32,0,0.0,MI,New Wanderers Stadium,2009-05-03,2009
91,Johan Botha,4.0,32,0,0.0,MI,Kingsmead,2009-05-14,2009
92,Amit Mishra,4.0,32,1,24.0,DEC,Supersport Park,2009-04-30,2009
93,Albie Morkel,4.0,32,1,24.0,DC,New Wanderers Stadium,2009-05-02,2009
94,Lasith Malinga,4.0,32,1,24.0,PBKS,Supersport Park,2009-05-12,2009
95,Lakshmipathy Balaji,4.0,32,1,24.0,RCB,Kingsmead,2009-05-14,2009
96,Chetanya Nanda,4.0,32,1,24.0,RCB,St George's Park,2009-05-10,2009
97,Roelof van der Merwe,4.0,32,1,24.0,DEC,Supersport Park,2009-05-21,2009
98,Piyush Chawla,4.0,32,1,24.0,MI,Supersport Park,2009-05-12,2009
99,Moises Henriques,4.0,32,1,24.0,PBKS,Kingsmead,2009-04-21,2009
100,Thilan Thushara,4.0,32,1,24.0,MI,Newlands,2009-04-18,2009
101,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,2009-04-18,2009
102,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,2009-04-28,2009
103,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,2009-05-20,2009
104,Scott Styris,4.0,32,2,12.0,KKR,Newlands,2009-04-19,2009
105,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,2009-05-21,2009
106,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,2009-05-03,2009
107,Scott Styris,4.0,32,3,8.0,RCB,Newlands,2009-04-22,2009
108,Dwayne Bravo,3.0,32,0,0.0,RCB,New Wanderers Stadium,2009-05-03,2009
109,Jaskaran Singh,3.0,32,0,0.0,RCB,Supersport Park,2009-05-21,2009
110,RP Singh,3.0,32,1,18.0,CSK,Kingsmead,2009-04-27,2009
111,Balachandra Akhil,3.0,32,1,18.0,KKR,Supersport Park,2009-05-12,2009
112,Brett Lee,4.0,31,0,0.0,DEC,New Wanderers Stadium,2009-05-17,2009
113,Praveen Kumar,4.0,31,0,0.0,RR,Supersport Park,2009-05-07,2009
114,Ryan Harris,4.0,31,0,0.0,PBKS,New Wanderers Stadium,2009-05-17,2009
115,Albie Morkel,4.0,31,1,24.0,MI,St George's Park,2009-05-16,2009
116,Sanath Jayasuriya,4.0,31,1,24.0,DEC,Supersport Park,2009-05-06,2009
117,Roelof van der Merwe,4.0,31,1,24.0,DC,New Wanderers Stadium,2009-05-19,2009
118,Harbhajan Singh,4.0,31,1,24.0,RR,Kingsmead,2009-05-14,2009
119,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,2009-04-26,2009
120,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,2009-04-22,2009
121,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,2009-05-01,2009
122,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,2009-04-24,2009
123,Chris Gayle,3.5,31,0,0.0,RCB,Kingsmead,2009-04-29,2009
124,Shoaib Ahmed,3.0,31,0,0.0,CSK,Kingsmead,2009-04-27,2009
125,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,2009-04-27,2009
126,Angelo Mathews,2.2,31,0,0.0,RCB,Supersport Park,2009-05-12,2009
127,Anil Kumble,4.0,30,0,0.0,CSK,New Wanderers Stadium,2009-05-23,2009
128,Yusuf Pathan,4.0,30,0,0.0,PBKS,Newlands,2009-04-26,2009
129,Andrew Symonds,4.0,30,0,0.0,RR,De Beers Diamond Oval,2009-05-11,2009
130,Jacob Oram,4.0,30,1,24.0,MI,Newlands,2009-04-18,2009
131,Lasith Malinga,4.0,30,1,24.0,DC,Buffalo Park,2009-05-08,2009
132,Tyron Henderson,4.0,30,1,24.0,RCB,Newlands,2009-04-18,2009
133,Vinay Kumar,4.0,30,1,24.0,MI,St George's Park,2009-05-10,2009
134,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,2009-05-24,2009
135,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,2009-05-05,2009
136,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,2009-05-19,2009
137,RP Singh,3.1,30,0,0.0,KKR,New Wanderers Stadium,2009-05-16,2009
138,KP Appanna,3.0,30,1,18.0,KKR,Kingsmead,2009-04-29,2009
139,Dwayne Bravo,3.0,30,1,18.0,RR,Kingsmead,2009-05-14,2009
140,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,2009-05-14,2009
141,Dimitri Mascarenhas,4.0,29,0,0.0,PBKS,Newlands,2009-04-26,2009
142,Piyush Chawla,4.0,29,0,0.0,RCB,Kingsmead,2009-05-01,2009
143,Dhawal Kulkarni,4.0,29,0,0.0,RR,Kingsmead,2009-05-14,2009
144,Ishant Sharma,4.0,29,1,24.0,KKR,St George's Park,2009-04-27,2009
145,Ajit Agarkar,4.0,29,1,24.0,PBKS,St George's Park,2009-05-03,2009
146,Ishant Sharma,4.0,29,1,24.0,MI,St George's Park,2009-04-27,2009
